file,cluster,method
SqrtAlgorithm/0_orig/SqrtAlgorithm.java,8,method
SqrtAlgorithm/1_artifice/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_0_orig_no_krakatau/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_0_orig_no_procyon/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_0_orig_pg_krakatau/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_0_orig_pg_procyon/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_1_artifice_no_krakatau/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_1_artifice_no_procyon/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_1_artifice_pg_krakatau/SqrtAlgorithm.java,8,method
SqrtAlgorithm/test_1_artifice_pg_procyon/SqrtAlgorithm.java,8,method
square/0_orig/MagicSquare.java,9,method
square/1_artifice/MagicSquare.java,9,method
square/test_0_orig_no_krakatau/MagicSquare.java,9,method
square/test_0_orig_no_procyon/MagicSquare.java,9,method
square/test_0_orig_pg_krakatau/MagicSquare.java,9,method
square/test_0_orig_pg_procyon/MagicSquare.java,9,method
square/test_1_artifice_no_krakatau/MagicSquare.java,9,method
square/test_1_artifice_no_procyon/MagicSquare.java,9,method
square/test_1_artifice_pg_krakatau/MagicSquare.java,9,method
square/test_1_artifice_pg_procyon/MagicSquare.java,9,method
