t1NgramSize,t2NgramSize,t3NgramSize,QRPercentileOrig,QRPercentileT1,QRPercentileT2,QRPercentileT3,map
4,12,12,2,2,2,2,0.927194928
4,12,12,4,4,4,4,0.989189377
4,12,12,6,6,6,6,0.988960081
4,12,12,8,8,8,8,0.99181677
4,12,12,10,10,10,10,0.991671312
4,12,16,2,2,2,2,0.928757093
4,12,16,4,4,4,4,0.989955717
4,12,16,6,6,6,6,0.990649004
4,12,16,8,8,8,8,0.99199793
4,12,16,10,10,10,10,0.991859373
4,12,20,2,2,2,2,0.931040554
4,12,20,4,4,4,4,0.991284838
4,12,20,6,6,6,6,0.990740741
4,12,20,8,8,8,8,0.991859373
4,12,20,10,10,10,10,0.992011732
4,12,24,2,2,2,2,0.934096831
4,12,24,4,4,4,4,0.991373023
4,12,24,6,6,6,6,0.990531401
4,12,24,8,8,8,8,0.991811594
4,12,24,10,10,10,10,0.991955991
4,16,4,2,2,2,2,0.923441669
4,16,4,4,4,4,4,0.985611768
4,16,4,6,6,6,6,0.985408863
4,16,4,8,8,8,8,0.987133202
4,16,4,10,10,10,10,0.987338022
4,16,8,2,2,2,2,0.926462114
4,16,8,4,4,4,4,0.986774327
4,16,8,6,6,6,6,0.988357223
4,16,8,8,8,8,8,0.988715242
4,16,8,10,10,10,10,0.989013925
4,16,12,2,2,2,2,0.926743906
4,16,12,4,4,4,4,0.987163561
4,16,12,6,6,6,6,0.988508708
4,16,12,8,8,8,8,0.989158852
4,16,12,10,10,10,10,0.989339465
4,16,16,2,2,2,2,0.927685148
4,16,16,4,4,4,4,0.987544623
4,16,16,6,6,6,6,0.988590931
4,16,16,8,8,8,8,0.989357563
4,16,16,10,10,10,10,0.989576366
4,16,20,2,2,2,2,0.928589035
4,16,20,4,4,4,4,0.987714098
4,16,20,6,6,6,6,0.988646072
4,16,20,8,8,8,8,0.989695812
4,16,20,10,10,10,10,0.989799331
4,16,24,2,2,2,2,0.930943442
4,16,24,4,4,4,4,0.987860797
4,16,24,6,6,6,6,0.988591043
4,16,24,8,8,8,8,0.989472364
4,16,24,10,10,10,10,0.989654935
4,20,4,2,2,2,2,0.923043374
4,20,4,4,4,4,4,0.985123672
4,20,4,6,6,6,6,0.985104752
4,20,4,8,8,8,8,0.986870256
4,20,4,10,10,10,10,0.986802228
4,20,8,2,2,2,2,0.924764261
4,20,8,4,4,4,4,0.986387164
4,20,8,6,6,6,6,0.986601477
4,20,8,8,8,8,8,0.986976536
4,20,8,10,10,10,10,0.98695111
4,20,12,2,2,2,2,0.924659058
4,20,12,4,4,4,4,0.986675692
4,20,12,6,6,6,6,0.986749889
4,20,12,8,8,8,8,0.987189678
4,20,12,10,10,10,10,0.987244531
4,20,16,2,2,2,2,0.925017893
4,20,16,4,4,4,4,0.986856324
4,20,16,6,6,6,6,0.986942901
4,20,16,8,8,8,8,0.98729066
4,20,16,10,10,10,10,0.987319078
4,20,20,2,2,2,2,0.926844765
4,20,20,4,4,4,4,0.987114364
4,20,20,6,6,6,6,0.986997109
4,20,20,8,8,8,8,0.987454533
4,20,20,10,10,10,10,0.987490765
4,20,24,2,2,2,2,0.929256287
4,20,24,4,4,4,4,0.987260493
4,20,24,6,6,6,6,0.987053819
4,20,24,8,8,8,8,0.987406224
4,20,24,10,10,10,10,0.987406224
4,24,4,2,2,2,2,0.923259663
4,24,4,4,4,4,4,0.984644802
4,24,4,6,6,6,6,0.98397898
4,24,4,8,8,8,8,0.984974161
4,24,4,10,10,10,10,0.984901008
4,24,8,2,2,2,2,0.924497654
4,24,8,4,4,4,4,0.984595583
4,24,8,6,6,6,6,0.984798477
4,24,8,8,8,8,8,0.985080468
4,24,8,10,10,10,10,0.984994609
4,24,12,2,2,2,2,0.924299673
4,24,12,4,4,4,4,0.984801991
4,24,12,6,6,6,6,0.984844521
4,24,12,8,8,8,8,0.985251426
4,24,12,10,10,10,10,0.98526741
4,24,16,2,2,2,2,0.92437224
4,24,16,4,4,4,4,0.985024007
4,24,16,6,6,6,6,0.984974542
4,24,16,8,8,8,8,0.985438694
4,24,16,10,10,10,10,0.985400381
4,24,20,2,2,2,2,0.925253041
4,24,20,4,4,4,4,0.985118089
4,24,20,6,6,6,6,0.985095592
4,24,20,8,8,8,8,0.985557506
4,24,20,10,10,10,10,0.985541753
4,24,24,2,2,2,2,0.926758135
4,24,24,4,4,4,4,0.985230613
4,24,24,6,6,6,6,0.985144238
4,24,24,8,8,8,8,0.985557506
4,24,24,10,10,10,10,0.985541753
8,4,4,2,2,2,2,0.92774873
8,4,4,4,4,4,4,0.986007018
8,4,4,6,6,6,6,0.989075224
8,4,4,8,8,8,8,0.992224452
8,4,4,10,10,10,10,0.992672758
8,4,8,2,2,2,2,0.928722954
8,4,8,4,4,4,4,0.98878095
8,4,8,6,6,6,6,0.990948068
8,4,8,8,8,8,8,0.992457181
8,4,8,10,10,10,10,0.992753623
8,4,12,2,2,2,2,0.935395095
8,4,12,4,4,4,4,0.98971347
8,4,12,6,6,6,6,0.992812284
8,4,12,8,8,8,8,0.993464458
8,4,12,10,10,10,10,0.993309179
8,4,16,2,2,2,2,0.936618671
8,4,16,4,4,4,4,0.99168392
8,4,16,6,6,6,6,0.993245881
8,4,16,8,8,8,8,0.994299517
8,4,16,10,10,10,10,0.992874396
8,4,20,2,2,2,2,0.937133417
8,4,20,4,4,4,4,0.99150223
8,4,20,6,6,6,6,0.991699987
8,4,20,8,8,8,8,0.99326087
8,4,20,10,10,10,10,0.992971015
8,4,24,2,2,2,2,0.938582283
8,4,24,4,4,4,4,0.991169555
8,4,24,6,6,6,6,0.990968944
8,4,24,8,8,8,8,0.99242236
8,4,24,10,10,10,10,0.991925466
8,8,4,2,2,2,2,0.924812404
8,8,4,4,4,4,4,0.987044739
8,8,4,6,6,6,6,0.987562112
8,8,4,8,8,8,8,0.989597693
8,8,4,10,10,10,10,0.991301211
8,8,8,2,2,2,2,0.928164198
8,8,8,4,4,4,4,0.988142502
8,8,8,6,6,6,6,0.990540603
8,8,8,8,8,8,8,0.991380262
8,8,8,10,10,10,10,0.991935818
8,8,12,2,2,2,2,0.931437991
8,8,12,4,4,4,4,0.988868997
8,8,12,6,6,6,6,0.991058201
8,8,12,8,8,8,8,0.993777197
8,8,12,10,10,10,10,0.993501144
8,8,16,2,2,2,2,0.933918486
8,8,16,4,4,4,4,0.991064572
8,8,16,6,6,6,6,0.991498936
8,8,16,8,8,8,8,0.993090062
8,8,16,10,10,10,10,0.992391304
8,8,20,2,2,2,2,0.935852144
8,8,20,4,4,4,4,0.991361859
8,8,20,6,6,6,6,0.991494448
8,8,20,8,8,8,8,0.992280883
8,8,20,10,10,10,10,0.992232043
8,8,24,2,2,2,2,0.938269892
8,8,24,4,4,4,4,0.991449275
8,8,24,6,6,6,6,0.991057252
8,8,24,8,8,8,8,0.992106625
8,8,24,10,10,10,10,0.992046239
8,12,4,2,2,2,2,0.923197877
8,12,4,4,4,4,4,0.985853732
8,12,4,6,6,6,6,0.985610719
8,12,4,8,8,8,8,0.989187684
8,12,4,10,10,10,10,0.989194111
8,12,8,2,2,2,2,0.925724608
8,12,8,4,4,4,4,0.988381256
8,12,8,6,6,6,6,0.98869311
8,12,8,8,8,8,8,0.989442502
8,12,8,10,10,10,10,0.98963078
8,12,12,2,2,2,2,0.927194928
8,12,12,4,4,4,4,0.989189377
8,12,12,6,6,6,6,0.988960081
8,12,12,8,8,8,8,0.99181677
8,12,12,10,10,10,10,0.991671312
8,12,16,2,2,2,2,0.928757093
8,12,16,4,4,4,4,0.989955717
8,12,16,6,6,6,6,0.990649004
8,12,16,8,8,8,8,0.99199793
8,12,16,10,10,10,10,0.991859373
8,12,20,2,2,2,2,0.931040554
8,12,20,4,4,4,4,0.991284838
8,12,20,6,6,6,6,0.990740741
8,12,20,8,8,8,8,0.991859373
8,12,20,10,10,10,10,0.992011732
8,12,24,2,2,2,2,0.934096831
8,12,24,4,4,4,4,0.991373023
8,12,24,6,6,6,6,0.990531401
8,12,24,8,8,8,8,0.991811594
8,12,24,10,10,10,10,0.991955991
8,16,4,2,2,2,2,0.923441669
8,16,4,4,4,4,4,0.985611768
8,16,4,6,6,6,6,0.985408863
8,16,4,8,8,8,8,0.987133202
8,16,4,10,10,10,10,0.987338022
8,16,8,2,2,2,2,0.926462114
8,16,8,4,4,4,4,0.986774327
8,16,8,6,6,6,6,0.988357223
8,16,8,8,8,8,8,0.988715242
8,16,8,10,10,10,10,0.989013925
8,16,12,2,2,2,2,0.926743906
8,16,12,4,4,4,4,0.987163561
8,16,12,6,6,6,6,0.988508708
8,16,12,8,8,8,8,0.989158852
8,16,12,10,10,10,10,0.989339465
8,16,16,2,2,2,2,0.927685148
8,16,16,4,4,4,4,0.987544623
8,16,16,6,6,6,6,0.988590931
8,16,16,8,8,8,8,0.989357563
8,16,16,10,10,10,10,0.989576366
8,16,20,2,2,2,2,0.928589035
8,16,20,4,4,4,4,0.987714098
8,16,20,6,6,6,6,0.988646072
8,16,20,8,8,8,8,0.989695812
8,16,20,10,10,10,10,0.989799331
8,16,24,2,2,2,2,0.930943442
8,16,24,4,4,4,4,0.987860797
8,16,24,6,6,6,6,0.988591043
8,16,24,8,8,8,8,0.989472364
8,16,24,10,10,10,10,0.989654935
8,20,4,2,2,2,2,0.923043374
8,20,4,4,4,4,4,0.985123672
8,20,4,6,6,6,6,0.985104752
8,20,4,8,8,8,8,0.986870256
8,20,4,10,10,10,10,0.986802228
8,20,8,2,2,2,2,0.924764261
8,20,8,4,4,4,4,0.986387164
8,20,8,6,6,6,6,0.986601477
8,20,8,8,8,8,8,0.986976536
8,20,8,10,10,10,10,0.98695111
8,20,12,2,2,2,2,0.924659058
8,20,12,4,4,4,4,0.986675692
8,20,12,6,6,6,6,0.986749889
8,20,12,8,8,8,8,0.987189678
8,20,12,10,10,10,10,0.987244531
8,20,16,2,2,2,2,0.925017893
8,20,16,4,4,4,4,0.986856324
8,20,16,6,6,6,6,0.986942901
8,20,16,8,8,8,8,0.98729066
8,20,16,10,10,10,10,0.987319078
8,20,20,2,2,2,2,0.926844765
8,20,20,4,4,4,4,0.987114364
8,20,20,6,6,6,6,0.986997109
8,20,20,8,8,8,8,0.987454533
8,20,20,10,10,10,10,0.987490765
8,20,24,2,2,2,2,0.929256287
8,20,24,4,4,4,4,0.987260493
8,20,24,6,6,6,6,0.987053819
8,20,24,8,8,8,8,0.987406224
8,20,24,10,10,10,10,0.987406224
8,24,4,2,2,2,2,0.923259663
8,24,4,4,4,4,4,0.984644802
8,24,4,6,6,6,6,0.98397898
8,24,4,8,8,8,8,0.984974161
8,24,4,10,10,10,10,0.984901008
8,24,8,2,2,2,2,0.924497654
8,24,8,4,4,4,4,0.984595583
8,24,8,6,6,6,6,0.984798477
8,24,8,8,8,8,8,0.985080468
8,24,8,10,10,10,10,0.984994609
8,24,12,2,2,2,2,0.924299673
8,24,12,4,4,4,4,0.984801991
8,24,12,6,6,6,6,0.984844521
8,24,12,8,8,8,8,0.985251426
8,24,12,10,10,10,10,0.98526741
8,24,16,2,2,2,2,0.92437224
8,24,16,4,4,4,4,0.985024007
8,24,16,6,6,6,6,0.984974542
8,24,16,8,8,8,8,0.985438694
8,24,16,10,10,10,10,0.985400381
8,24,20,2,2,2,2,0.925253041
8,24,20,4,4,4,4,0.985118089
8,24,20,6,6,6,6,0.985095592
8,24,20,8,8,8,8,0.985557506
8,24,20,10,10,10,10,0.985541753
8,24,24,2,2,2,2,0.926758135
8,24,24,4,4,4,4,0.985230613
8,24,24,6,6,6,6,0.985144238
8,24,24,8,8,8,8,0.985557506
8,24,24,10,10,10,10,0.985541753
12,4,4,2,2,2,2,0.92774873
12,4,4,4,4,4,4,0.986007018
12,4,4,6,6,6,6,0.989075224
12,4,4,8,8,8,8,0.992224452
12,4,4,10,10,10,10,0.992672758
12,4,8,2,2,2,2,0.928722954
12,4,8,4,4,4,4,0.98878095
12,4,8,6,6,6,6,0.990948068
12,4,8,8,8,8,8,0.992457181
12,4,8,10,10,10,10,0.992753623
12,4,12,2,2,2,2,0.935395095
12,4,12,4,4,4,4,0.98971347
12,4,12,6,6,6,6,0.992812284
12,4,12,8,8,8,8,0.993464458
12,4,12,10,10,10,10,0.993309179
12,4,16,2,2,2,2,0.936618671
12,4,16,4,4,4,4,0.99168392
12,4,16,6,6,6,6,0.993245881
12,4,16,8,8,8,8,0.994299517
12,4,16,10,10,10,10,0.992874396
12,4,20,2,2,2,2,0.937133417
12,4,20,4,4,4,4,0.99150223
12,4,20,6,6,6,6,0.991699987
12,4,20,8,8,8,8,0.99326087
12,4,20,10,10,10,10,0.992971015
12,4,24,2,2,2,2,0.938582283
12,4,24,4,4,4,4,0.991169555
12,4,24,6,6,6,6,0.990968944
12,4,24,8,8,8,8,0.99242236
12,4,24,10,10,10,10,0.991925466
12,8,4,2,2,2,2,0.924812404
12,8,4,4,4,4,4,0.987044739
12,8,4,6,6,6,6,0.987562112
12,8,4,8,8,8,8,0.989597693
12,8,4,10,10,10,10,0.991301211
12,8,8,2,2,2,2,0.928164198
12,8,8,4,4,4,4,0.988142502
12,8,8,6,6,6,6,0.990540603
12,8,8,8,8,8,8,0.991380262
12,8,8,10,10,10,10,0.991935818
12,8,12,2,2,2,2,0.931437991
12,8,12,4,4,4,4,0.988868997
12,8,12,6,6,6,6,0.991058201
12,8,12,8,8,8,8,0.993777197
12,8,12,10,10,10,10,0.993501144
12,8,16,2,2,2,2,0.933918486
12,8,16,4,4,4,4,0.991064572
12,8,16,6,6,6,6,0.991498936
12,8,16,8,8,8,8,0.993090062
12,8,16,10,10,10,10,0.992391304
12,8,20,2,2,2,2,0.935852144
12,8,20,4,4,4,4,0.991361859
12,8,20,6,6,6,6,0.991494448
12,8,20,8,8,8,8,0.992280883
12,8,20,10,10,10,10,0.992232043
12,8,24,2,2,2,2,0.938269892
12,8,24,4,4,4,4,0.991449275
12,8,24,6,6,6,6,0.991057252
12,8,24,8,8,8,8,0.992106625
12,8,24,10,10,10,10,0.992046239
12,12,4,2,2,2,2,0.923197877
12,12,4,4,4,4,4,0.985853732
12,12,4,6,6,6,6,0.985610719
12,12,4,8,8,8,8,0.989187684
12,12,4,10,10,10,10,0.989194111
12,12,8,2,2,2,2,0.925724608
12,12,8,4,4,4,4,0.988381256
12,12,8,6,6,6,6,0.98869311
12,12,8,8,8,8,8,0.989442502
12,12,8,10,10,10,10,0.98963078
12,12,12,2,2,2,2,0.927194928
12,12,12,4,4,4,4,0.989189377
12,12,12,6,6,6,6,0.988960081
12,12,12,8,8,8,8,0.99181677
12,12,12,10,10,10,10,0.991671312
12,12,16,2,2,2,2,0.928757093
12,12,16,4,4,4,4,0.989955717
12,12,16,6,6,6,6,0.990649004
12,12,16,8,8,8,8,0.99199793
12,12,16,10,10,10,10,0.991859373
12,12,20,2,2,2,2,0.931040554
12,12,20,4,4,4,4,0.991284838
12,12,20,6,6,6,6,0.990740741
12,12,20,8,8,8,8,0.991859373
12,12,20,10,10,10,10,0.992011732
12,12,24,2,2,2,2,0.934096831
12,12,24,4,4,4,4,0.991373023
12,12,24,6,6,6,6,0.990531401
12,12,24,8,8,8,8,0.991811594
12,12,24,10,10,10,10,0.991955991
12,16,4,2,2,2,2,0.923441669
12,16,4,4,4,4,4,0.985611768
12,16,4,6,6,6,6,0.985408863
12,16,4,8,8,8,8,0.987133202
12,16,4,10,10,10,10,0.987338022
12,16,8,2,2,2,2,0.926462114
12,16,8,4,4,4,4,0.986774327
12,16,8,6,6,6,6,0.988357223
12,16,8,8,8,8,8,0.988715242
12,16,8,10,10,10,10,0.989013925
12,16,12,2,2,2,2,0.926743906
12,16,12,4,4,4,4,0.987163561
12,16,12,6,6,6,6,0.988508708
12,16,12,8,8,8,8,0.989158852
12,16,12,10,10,10,10,0.989339465
12,16,16,2,2,2,2,0.927685148
12,16,16,4,4,4,4,0.987544623
12,16,16,6,6,6,6,0.988590931
12,16,16,8,8,8,8,0.989357563
12,16,16,10,10,10,10,0.989576366
12,16,20,2,2,2,2,0.928589035
12,16,20,4,4,4,4,0.987714098
12,16,20,6,6,6,6,0.988646072
12,16,20,8,8,8,8,0.989695812
12,16,20,10,10,10,10,0.989799331
12,16,24,2,2,2,2,0.930943442
12,16,24,4,4,4,4,0.987860797
12,16,24,6,6,6,6,0.988591043
12,16,24,8,8,8,8,0.989472364
12,16,24,10,10,10,10,0.989654935
12,20,4,2,2,2,2,0.923043374
12,20,4,4,4,4,4,0.985123672
12,20,4,6,6,6,6,0.985104752
12,20,4,8,8,8,8,0.986870256
12,20,4,10,10,10,10,0.986802228
12,20,8,2,2,2,2,0.924764261
12,20,8,4,4,4,4,0.986387164
12,20,8,6,6,6,6,0.986601477
12,20,8,8,8,8,8,0.986976536
12,20,8,10,10,10,10,0.98695111
12,20,12,2,2,2,2,0.924659058
12,20,12,4,4,4,4,0.986675692
12,20,12,6,6,6,6,0.986749889
12,20,12,8,8,8,8,0.987189678
12,20,12,10,10,10,10,0.987244531
12,20,16,2,2,2,2,0.925017893
12,20,16,4,4,4,4,0.986856324
12,20,16,6,6,6,6,0.986942901
12,20,16,8,8,8,8,0.98729066
12,20,16,10,10,10,10,0.987319078
12,20,20,2,2,2,2,0.926844765
12,20,20,4,4,4,4,0.987114364
12,20,20,6,6,6,6,0.986997109
12,20,20,8,8,8,8,0.987454533
12,20,20,10,10,10,10,0.987490765
12,20,24,2,2,2,2,0.929256287
12,20,24,4,4,4,4,0.987260493
12,20,24,6,6,6,6,0.987053819
12,20,24,8,8,8,8,0.987406224
12,20,24,10,10,10,10,0.987406224
12,24,4,2,2,2,2,0.923259663
12,24,4,4,4,4,4,0.984644802
12,24,4,6,6,6,6,0.98397898
12,24,4,8,8,8,8,0.984974161
12,24,4,10,10,10,10,0.984901008
12,24,8,2,2,2,2,0.924497654
12,24,8,4,4,4,4,0.984595583
12,24,8,6,6,6,6,0.984798477
12,24,8,8,8,8,8,0.985080468
12,24,8,10,10,10,10,0.984994609
12,24,12,2,2,2,2,0.924299673
12,24,12,4,4,4,4,0.984801991
12,24,12,6,6,6,6,0.984844521
12,24,12,8,8,8,8,0.985251426
12,24,12,10,10,10,10,0.98526741
12,24,16,2,2,2,2,0.92437224
12,24,16,4,4,4,4,0.985024007
12,24,16,6,6,6,6,0.984974542
12,24,16,8,8,8,8,0.985438694
12,24,16,10,10,10,10,0.985400381
12,24,20,2,2,2,2,0.925253041
12,24,20,4,4,4,4,0.985118089
12,24,20,6,6,6,6,0.985095592
12,24,20,8,8,8,8,0.985557506
12,24,20,10,10,10,10,0.985541753
12,24,24,2,2,2,2,0.926758135
12,24,24,4,4,4,4,0.985230613
12,24,24,6,6,6,6,0.985144238
12,24,24,8,8,8,8,0.985557506
12,24,24,10,10,10,10,0.985541753
16,4,4,2,2,2,2,0.92774873
16,4,4,4,4,4,4,0.986007018
16,4,4,6,6,6,6,0.989075224
16,4,4,8,8,8,8,0.992224452
16,4,4,10,10,10,10,0.992672758
16,4,8,2,2,2,2,0.928722954
16,4,8,4,4,4,4,0.98878095
16,4,8,6,6,6,6,0.990948068
16,4,8,8,8,8,8,0.992457181
16,4,8,10,10,10,10,0.992753623
16,4,12,2,2,2,2,0.935395095
16,4,12,4,4,4,4,0.98971347
16,4,12,6,6,6,6,0.992812284
16,4,12,8,8,8,8,0.993464458
16,4,12,10,10,10,10,0.993309179
16,4,16,2,2,2,2,0.936618671
16,4,16,4,4,4,4,0.99168392
16,4,16,6,6,6,6,0.993245881
16,4,16,8,8,8,8,0.994299517
16,4,16,10,10,10,10,0.992874396
16,4,20,2,2,2,2,0.937133417
16,4,20,4,4,4,4,0.99150223
16,4,20,6,6,6,6,0.991699987
16,4,20,8,8,8,8,0.99326087
16,4,20,10,10,10,10,0.992971015
16,4,24,2,2,2,2,0.938582283
16,4,24,4,4,4,4,0.991169555
16,4,24,6,6,6,6,0.990968944
16,4,24,8,8,8,8,0.99242236
16,4,24,10,10,10,10,0.991925466
16,8,4,2,2,2,2,0.924812404
16,8,4,4,4,4,4,0.987044739
16,8,4,6,6,6,6,0.987562112
16,8,4,8,8,8,8,0.989597693
16,8,4,10,10,10,10,0.991301211
16,8,8,2,2,2,2,0.928164198
16,8,8,4,4,4,4,0.988142502
16,8,8,6,6,6,6,0.990540603
16,8,8,8,8,8,8,0.991380262
16,8,8,10,10,10,10,0.991935818
16,8,12,2,2,2,2,0.931437991
16,8,12,4,4,4,4,0.988868997
16,8,12,6,6,6,6,0.991058201
16,8,12,8,8,8,8,0.993777197
16,8,12,10,10,10,10,0.993501144
16,8,16,2,2,2,2,0.933918486
16,8,16,4,4,4,4,0.991064572
16,8,16,6,6,6,6,0.991498936
16,8,16,8,8,8,8,0.993090062
16,8,16,10,10,10,10,0.992391304
16,8,20,2,2,2,2,0.935852144
16,8,20,4,4,4,4,0.991361859
16,8,20,6,6,6,6,0.991494448
16,8,20,8,8,8,8,0.992280883
16,8,20,10,10,10,10,0.992232043
16,8,24,2,2,2,2,0.938269892
16,8,24,4,4,4,4,0.991449275
16,8,24,6,6,6,6,0.991057252
16,8,24,8,8,8,8,0.992106625
16,8,24,10,10,10,10,0.992046239
16,12,4,2,2,2,2,0.923197877
16,12,4,4,4,4,4,0.985853732
16,12,4,6,6,6,6,0.985610719
16,12,4,8,8,8,8,0.989187684
16,12,4,10,10,10,10,0.989194111
16,12,8,2,2,2,2,0.925724608
16,12,8,4,4,4,4,0.988381256
16,12,8,6,6,6,6,0.98869311
16,12,8,8,8,8,8,0.989442502
16,12,8,10,10,10,10,0.98963078
16,12,12,2,2,2,2,0.927194928
16,12,12,4,4,4,4,0.989189377
16,12,12,6,6,6,6,0.988960081
16,12,12,8,8,8,8,0.99181677
16,12,12,10,10,10,10,0.991671312
16,12,16,2,2,2,2,0.928757093
16,12,16,4,4,4,4,0.989955717
16,12,16,6,6,6,6,0.990649004
16,12,16,8,8,8,8,0.99199793
16,12,16,10,10,10,10,0.991859373
16,12,20,2,2,2,2,0.931040554
16,12,20,4,4,4,4,0.991284838
16,12,20,6,6,6,6,0.990740741
16,12,20,8,8,8,8,0.991859373
16,12,20,10,10,10,10,0.992011732
16,12,24,2,2,2,2,0.934096831
16,12,24,4,4,4,4,0.991373023
16,12,24,6,6,6,6,0.990531401
16,12,24,8,8,8,8,0.991811594
16,12,24,10,10,10,10,0.991955991
16,16,4,2,2,2,2,0.923441669
16,16,4,4,4,4,4,0.985611768
16,16,4,6,6,6,6,0.985408863
16,16,4,8,8,8,8,0.987133202
16,16,4,10,10,10,10,0.987338022
16,16,8,2,2,2,2,0.926462114
16,16,8,4,4,4,4,0.986774327
16,16,8,6,6,6,6,0.988357223
16,16,8,8,8,8,8,0.988715242
16,16,8,10,10,10,10,0.989013925
16,16,12,2,2,2,2,0.926743906
16,16,12,4,4,4,4,0.987163561
16,16,12,6,6,6,6,0.988508708
16,16,12,8,8,8,8,0.989158852
16,16,12,10,10,10,10,0.989339465
16,16,16,2,2,2,2,0.927685148
16,16,16,4,4,4,4,0.987544623
16,16,16,6,6,6,6,0.988590931
16,16,16,8,8,8,8,0.989357563
16,16,16,10,10,10,10,0.989576366
16,16,20,2,2,2,2,0.928589035
16,16,20,4,4,4,4,0.987714098
16,16,20,6,6,6,6,0.988646072
16,16,20,8,8,8,8,0.989695812
16,16,20,10,10,10,10,0.989799331
16,16,24,2,2,2,2,0.930943442
16,16,24,4,4,4,4,0.987860797
16,16,24,6,6,6,6,0.988591043
16,16,24,8,8,8,8,0.989472364
16,16,24,10,10,10,10,0.989654935
16,20,4,2,2,2,2,0.923043374
16,20,4,4,4,4,4,0.985123672
16,20,4,6,6,6,6,0.985104752
16,20,4,8,8,8,8,0.986870256
16,20,4,10,10,10,10,0.986802228
16,20,8,2,2,2,2,0.924764261
16,20,8,4,4,4,4,0.986387164
16,20,8,6,6,6,6,0.986601477
16,20,8,8,8,8,8,0.986976536
16,20,8,10,10,10,10,0.98695111
16,20,12,2,2,2,2,0.924659058
16,20,12,4,4,4,4,0.986675692
16,20,12,6,6,6,6,0.986749889
16,20,12,8,8,8,8,0.987189678
16,20,12,10,10,10,10,0.987244531
16,20,16,2,2,2,2,0.925017893
16,20,16,4,4,4,4,0.986856324
16,20,16,6,6,6,6,0.986942901
16,20,16,8,8,8,8,0.98729066
16,20,16,10,10,10,10,0.987319078
16,20,20,2,2,2,2,0.926844765
16,20,20,4,4,4,4,0.987114364
16,20,20,6,6,6,6,0.986997109
16,20,20,8,8,8,8,0.987454533
16,20,20,10,10,10,10,0.987490765
16,20,24,2,2,2,2,0.929256287
16,20,24,4,4,4,4,0.987260493
16,20,24,6,6,6,6,0.987053819
16,20,24,8,8,8,8,0.987406224
16,20,24,10,10,10,10,0.987406224
16,24,4,2,2,2,2,0.923259663
16,24,4,4,4,4,4,0.984644802
16,24,4,6,6,6,6,0.98397898
