ngramSize,t2NgramSize,t1NgramSize,QRPercentileNorm,QRPercentileT2,QRPercentileT1,QRPercentileOrig,normBoost,t2Boost,t1Boost,map
2,3,10,6,6,6,6,2,3,10,0.9897727485908114
2,3,10,8,8,8,8,2,3,10,0.9912508361365484
2,3,10,10,10,10,10,2,3,10,0.9905759942056477
2,3,11,2,2,2,2,2,3,11,0.9235400852170729
2,3,11,4,4,4,4,2,3,11,0.9888141173437452
2,3,11,6,6,6,6,2,3,11,0.9897727485908114
2,3,11,8,8,8,8,2,3,11,0.9912508361365484
2,3,11,10,10,10,10,2,3,11,0.9905759942056477
2,3,12,2,2,2,2,2,3,12,0.9235400852170729
2,3,12,4,4,4,4,2,3,12,0.9888141173437452
2,3,12,6,6,6,6,2,3,12,0.9897727485908114
2,3,12,8,8,8,8,2,3,12,0.9912508361365484
2,3,12,10,10,10,10,2,3,12,0.9905759942056477
2,3,13,2,2,2,2,2,3,13,0.9235400852170729
2,3,13,4,4,4,4,2,3,13,0.9888141173437452
2,3,13,6,6,6,6,2,3,13,0.9897727485908114
2,3,13,8,8,8,8,2,3,13,0.9912508361365484
2,3,13,10,10,10,10,2,3,13,0.9905759942056477
2,3,14,2,2,2,2,2,3,14,0.9235400852170729
2,3,14,4,4,4,4,2,3,14,0.9888141173437452
2,3,14,6,6,6,6,2,3,14,0.9897727485908114
2,3,14,8,8,8,8,2,3,14,0.9912508361365484
2,3,14,10,10,10,10,2,3,14,0.9905759942056477
2,3,15,2,2,2,2,2,3,15,0.9235400852170729
2,3,15,4,4,4,4,2,3,15,0.9888141173437452
2,3,15,6,6,6,6,2,3,15,0.9897727485908114
2,3,15,8,8,8,8,2,3,15,0.9912508361365484
2,3,15,10,10,10,10,2,3,15,0.9905759942056477
2,3,16,2,2,2,2,2,3,16,0.9235400852170729
2,3,16,4,4,4,4,2,3,16,0.9888141173437452
2,3,16,6,6,6,6,2,3,16,0.9897727485908114
2,3,16,8,8,8,8,2,3,16,0.9912508361365484
2,3,16,10,10,10,10,2,3,16,0.9905759942056477
2,3,17,2,2,2,2,2,3,17,0.9235400852170729
2,3,17,4,4,4,4,2,3,17,0.9888141173437452
2,3,17,6,6,6,6,2,3,17,0.9897727485908114
2,3,17,8,8,8,8,2,3,17,0.9912508361365484
2,3,17,10,10,10,10,2,3,17,0.9905759942056477
2,3,18,2,2,2,2,2,3,18,0.9235400852170729
2,3,18,4,4,4,4,2,3,18,0.9888141173437452
2,3,18,6,6,6,6,2,3,18,0.9897727485908114
2,3,18,8,8,8,8,2,3,18,0.9912508361365484
2,3,18,10,10,10,10,2,3,18,0.9905759942056477
2,3,19,2,2,2,2,2,3,19,0.9235400852170729
2,3,19,4,4,4,4,2,3,19,0.9888141173437452
2,3,19,6,6,6,6,2,3,19,0.9897727485908114
2,3,19,8,8,8,8,2,3,19,0.9912508361365484
2,3,19,10,10,10,10,2,3,19,0.9905759942056477
2,3,20,2,2,2,2,2,3,20,0.9235400852170729
2,3,20,4,4,4,4,2,3,20,0.9888141173437452
2,3,20,6,6,6,6,2,3,20,0.9897727485908114
2,3,20,8,8,8,8,2,3,20,0.9912508361365484
2,3,20,10,10,10,10,2,3,20,0.9905759942056477
2,3,21,2,2,2,2,2,3,21,0.9235400852170729
2,3,21,4,4,4,4,2,3,21,0.9888141173437452
2,3,21,6,6,6,6,2,3,21,0.9897727485908114
2,3,21,8,8,8,8,2,3,21,0.9912508361365484
2,3,21,10,10,10,10,2,3,21,0.9905759942056477
2,3,22,2,2,2,2,2,3,22,0.9235400852170729
2,3,22,4,4,4,4,2,3,22,0.9888141173437452
2,3,22,6,6,6,6,2,3,22,0.9897727485908114
2,3,22,8,8,8,8,2,3,22,0.9912508361365484
2,3,22,10,10,10,10,2,3,22,0.9905759942056477
2,3,23,2,2,2,2,2,3,23,0.9235400852170729
2,3,23,4,4,4,4,2,3,23,0.9888141173437452
2,3,23,6,6,6,6,2,3,23,0.9897727485908114
2,3,23,8,8,8,8,2,3,23,0.9912508361365484
2,3,23,10,10,10,10,2,3,23,0.9905759942056477
2,3,24,2,2,2,2,2,3,24,0.9235400852170729
2,3,24,4,4,4,4,2,3,24,0.9888141173437452
2,3,24,6,6,6,6,2,3,24,0.9897727485908114
2,3,24,8,8,8,8,2,3,24,0.9912508361365484
2,3,24,10,10,10,10,2,3,24,0.9905759942056477
2,4,2,2,2,2,2,2,4,2,0.9277715475686034
2,4,2,4,4,4,4,2,4,2,0.988914551931447
2,4,2,6,6,6,6,2,4,2,0.990714407550252
2,4,2,8,8,8,8,2,4,2,0.9924901186987974
2,4,2,10,10,10,10,2,4,2,0.9927865613629853
2,4,3,2,2,2,2,2,4,3,0.9277715475686034
2,4,3,4,4,4,4,2,4,3,0.988914551931447
2,4,3,6,6,6,6,2,4,3,0.990714407550252
2,4,3,8,8,8,8,2,4,3,0.9924901186987974
2,4,3,10,10,10,10,2,4,3,0.9927865613629853
2,4,4,2,2,2,2,2,4,4,0.9277715475686034
2,4,4,4,4,4,4,2,4,4,0.988914551931447
2,4,4,6,6,6,6,2,4,4,0.990714407550252
2,4,4,8,8,8,8,2,4,4,0.9924901186987974
2,4,4,10,10,10,10,2,4,4,0.9927865613629853
2,4,5,2,2,2,2,2,4,5,0.9277715475686034
2,4,5,4,4,4,4,2,4,5,0.988914551931447
2,4,5,6,6,6,6,2,4,5,0.990714407550252
2,4,5,8,8,8,8,2,4,5,0.9924901186987974
2,4,5,10,10,10,10,2,4,5,0.9927865613629853
2,4,6,2,2,2,2,2,4,6,0.9277715475686034
2,4,6,4,4,4,4,2,4,6,0.988914551931447
2,4,6,6,6,6,6,2,4,6,0.990714407550252
2,4,6,8,8,8,8,2,4,6,0.9924901186987974
2,4,6,10,10,10,10,2,4,6,0.9927865613629853
2,4,7,2,2,2,2,2,4,7,0.9277715475686034
2,4,7,4,4,4,4,2,4,7,0.988914551931447
2,4,7,6,6,6,6,2,4,7,0.990714407550252
2,4,7,8,8,8,8,2,4,7,0.9924901186987974
2,4,7,10,10,10,10,2,4,7,0.9927865613629853
2,4,8,2,2,2,2,2,4,8,0.9277715475686034
2,4,8,4,4,4,4,2,4,8,0.988914551931447
2,4,8,6,6,6,6,2,4,8,0.990714407550252
2,4,8,8,8,8,8,2,4,8,0.9924901186987974
2,4,8,10,10,10,10,2,4,8,0.9927865613629853
2,4,9,2,2,2,2,2,4,9,0.9277715475686034
2,4,9,4,4,4,4,2,4,9,0.988914551931447
2,4,9,6,6,6,6,2,4,9,0.990714407550252
2,4,9,8,8,8,8,2,4,9,0.9924901186987974
2,4,9,10,10,10,10,2,4,9,0.9927865613629853
2,4,10,2,2,2,2,2,4,10,0.9277715475686034
2,4,10,4,4,4,4,2,4,10,0.988914551931447
2,4,10,6,6,6,6,2,4,10,0.990714407550252
2,4,10,8,8,8,8,2,4,10,0.9924901186987974
2,4,10,10,10,10,10,2,4,10,0.9927865613629853
2,4,11,2,2,2,2,2,4,11,0.9277715475686034
2,4,11,4,4,4,4,2,4,11,0.988914551931447
2,4,11,6,6,6,6,2,4,11,0.990714407550252
2,4,11,8,8,8,8,2,4,11,0.9924901186987974
2,4,11,10,10,10,10,2,4,11,0.9927865613629853
2,4,12,2,2,2,2,2,4,12,0.9277715475686034
2,4,12,4,4,4,4,2,4,12,0.988914551931447
2,4,12,6,6,6,6,2,4,12,0.990714407550252
2,4,12,8,8,8,8,2,4,12,0.9924901186987974
2,4,12,10,10,10,10,2,4,12,0.9927865613629853
2,4,13,2,2,2,2,2,4,13,0.9277715475686034
2,4,13,4,4,4,4,2,4,13,0.988914551931447
2,4,13,6,6,6,6,2,4,13,0.990714407550252
2,4,13,8,8,8,8,2,4,13,0.9924901186987974
2,4,13,10,10,10,10,2,4,13,0.9927865613629853
2,4,14,2,2,2,2,2,4,14,0.9277715475686034
2,4,14,4,4,4,4,2,4,14,0.988914551931447
2,4,14,6,6,6,6,2,4,14,0.990714407550252
2,4,14,8,8,8,8,2,4,14,0.9924901186987974
2,4,14,10,10,10,10,2,4,14,0.9927865613629853
2,4,15,2,2,2,2,2,4,15,0.9277715475686034
2,4,15,4,4,4,4,2,4,15,0.988914551931447
2,4,15,6,6,6,6,2,4,15,0.990714407550252
2,4,15,8,8,8,8,2,4,15,0.9924901186987974
2,4,15,10,10,10,10,2,4,15,0.9927865613629853
2,4,16,2,2,2,2,2,4,16,0.9277715475686034
2,4,16,4,4,4,4,2,4,16,0.988914551931447
2,4,16,6,6,6,6,2,4,16,0.990714407550252
2,4,16,8,8,8,8,2,4,16,0.9924901186987974
2,4,16,10,10,10,10,2,4,16,0.9927865613629853
2,4,17,2,2,2,2,2,4,17,0.9277715475686034
2,4,17,4,4,4,4,2,4,17,0.988914551931447
2,4,17,6,6,6,6,2,4,17,0.990714407550252
2,4,17,8,8,8,8,2,4,17,0.9924901186987974
2,4,17,10,10,10,10,2,4,17,0.9927865613629853
2,4,18,2,2,2,2,2,4,18,0.9277715475686034
2,4,18,4,4,4,4,2,4,18,0.988914551931447
2,4,18,6,6,6,6,2,4,18,0.990714407550252
2,4,18,8,8,8,8,2,4,18,0.9924901186987974
2,4,18,10,10,10,10,2,4,18,0.9927865613629853
2,4,19,2,2,2,2,2,4,19,0.9277715475686034
2,4,19,4,4,4,4,2,4,19,0.988914551931447
2,4,19,6,6,6,6,2,4,19,0.990714407550252
2,4,19,8,8,8,8,2,4,19,0.9924901186987974
2,4,19,10,10,10,10,2,4,19,0.9927865613629853
2,4,20,2,2,2,2,2,4,20,0.9277715475686034
2,4,20,4,4,4,4,2,4,20,0.988914551931447
2,4,20,6,6,6,6,2,4,20,0.990714407550252
2,4,20,8,8,8,8,2,4,20,0.9924901186987974
2,4,20,10,10,10,10,2,4,20,0.9927865613629853
2,4,21,2,2,2,2,2,4,21,0.9277715475686034
2,4,21,4,4,4,4,2,4,21,0.988914551931447
2,4,21,6,6,6,6,2,4,21,0.990714407550252
2,4,21,8,8,8,8,2,4,21,0.9924901186987974
2,4,21,10,10,10,10,2,4,21,0.9927865613629853
2,4,22,2,2,2,2,2,4,22,0.9277715475686034
2,4,22,4,4,4,4,2,4,22,0.988914551931447
2,4,22,6,6,6,6,2,4,22,0.990714407550252
2,4,22,8,8,8,8,2,4,22,0.9924901186987974
2,4,22,10,10,10,10,2,4,22,0.9927865613629853
2,4,23,2,2,2,2,2,4,23,0.9277715475686034
2,4,23,4,4,4,4,2,4,23,0.988914551931447
2,4,23,6,6,6,6,2,4,23,0.990714407550252
2,4,23,8,8,8,8,2,4,23,0.9924901186987974
2,4,23,10,10,10,10,2,4,23,0.9927865613629853
2,4,24,2,2,2,2,2,4,24,0.9277715475686034
2,4,24,4,4,4,4,2,4,24,0.988914551931447
2,4,24,6,6,6,6,2,4,24,0.990714407550252
2,4,24,8,8,8,8,2,4,24,0.9924901186987974
2,4,24,10,10,10,10,2,4,24,0.9927865613629853
2,5,2,2,2,2,2,2,5,2,0.9293299678111483
2,5,2,4,4,4,4,2,5,2,0.9897651737798815
2,5,2,6,6,6,6,2,5,2,0.9907317376871039
2,5,2,8,8,8,8,2,5,2,0.9925691700931908
2,5,2,10,10,10,10,2,5,2,0.9904865425997885
2,5,3,2,2,2,2,2,5,3,0.9293299678111483
2,5,3,4,4,4,4,2,5,3,0.9897651737798815
2,5,3,6,6,6,6,2,5,3,0.9907317376871039
2,5,3,8,8,8,8,2,5,3,0.9925691700931908
2,5,3,10,10,10,10,2,5,3,0.9904865425997885
2,5,4,2,2,2,2,2,5,4,0.9293299678111483
2,5,4,4,4,4,4,2,5,4,0.9897651737798815
2,5,4,6,6,6,6,2,5,4,0.9907317376871039
2,5,4,8,8,8,8,2,5,4,0.9925691700931908
2,5,4,10,10,10,10,2,5,4,0.9904865425997885
2,5,5,2,2,2,2,2,5,5,0.9293299678111483
2,5,5,4,4,4,4,2,5,5,0.9897651737798815
2,5,5,6,6,6,6,2,5,5,0.9907317376871039
2,5,5,8,8,8,8,2,5,5,0.9925691700931908
2,5,5,10,10,10,10,2,5,5,0.9904865425997885
2,5,6,2,2,2,2,2,5,6,0.9293299678111483
2,5,6,4,4,4,4,2,5,6,0.9897651737798815
2,5,6,6,6,6,6,2,5,6,0.9907317376871039
2,5,6,8,8,8,8,2,5,6,0.9925691700931908
2,5,6,10,10,10,10,2,5,6,0.9904865425997885
2,5,7,2,2,2,2,2,5,7,0.9293299678111483
2,5,7,4,4,4,4,2,5,7,0.9897651737798815
2,5,7,6,6,6,6,2,5,7,0.9907317376871039
2,5,7,8,8,8,8,2,5,7,0.9925691700931908
2,5,7,10,10,10,10,2,5,7,0.9904865425997885
2,5,8,2,2,2,2,2,5,8,0.9293299678111483
2,5,8,4,4,4,4,2,5,8,0.9897651737798815
2,5,8,6,6,6,6,2,5,8,0.9907317376871039
2,5,8,8,8,8,8,2,5,8,0.9925691700931908
2,5,8,10,10,10,10,2,5,8,0.9904865425997885
2,5,9,2,2,2,2,2,5,9,0.9293299678111483
2,5,9,4,4,4,4,2,5,9,0.9897651737798815
2,5,9,6,6,6,6,2,5,9,0.9907317376871039
2,5,9,8,8,8,8,2,5,9,0.9925691700931908
2,5,9,10,10,10,10,2,5,9,0.9904865425997885
2,5,10,2,2,2,2,2,5,10,0.9293299678111483
2,5,10,4,4,4,4,2,5,10,0.9897651737798815
2,5,10,6,6,6,6,2,5,10,0.9907317376871039
2,5,10,8,8,8,8,2,5,10,0.9925691700931908
2,5,10,10,10,10,10,2,5,10,0.9904865425997885
2,5,11,2,2,2,2,2,5,11,0.9293299678111483
2,5,11,4,4,4,4,2,5,11,0.9897651737798815
2,5,11,6,6,6,6,2,5,11,0.9907317376871039
2,5,11,8,8,8,8,2,5,11,0.9925691700931908
2,5,11,10,10,10,10,2,5,11,0.9904865425997885
2,5,12,2,2,2,2,2,5,12,0.9293299678111483
2,5,12,4,4,4,4,2,5,12,0.9897651737798815
2,5,12,6,6,6,6,2,5,12,0.9907317376871039
2,5,12,8,8,8,8,2,5,12,0.9925691700931908
2,5,12,10,10,10,10,2,5,12,0.9904865425997885
2,5,13,2,2,2,2,2,5,13,0.9293299678111483
2,5,13,4,4,4,4,2,5,13,0.9897651737798815
2,5,13,6,6,6,6,2,5,13,0.9907317376871039
2,5,13,8,8,8,8,2,5,13,0.9925691700931908
2,5,13,10,10,10,10,2,5,13,0.9904865425997885
2,5,14,2,2,2,2,2,5,14,0.9293299678111483
2,5,14,4,4,4,4,2,5,14,0.9897651737798815
2,5,14,6,6,6,6,2,5,14,0.9907317376871039
2,5,14,8,8,8,8,2,5,14,0.9925691700931908
2,5,14,10,10,10,10,2,5,14,0.9904865425997885
2,5,15,2,2,2,2,2,5,15,0.9293299678111483
2,5,15,4,4,4,4,2,5,15,0.9897651737798815
2,5,15,6,6,6,6,2,5,15,0.9907317376871039
2,5,15,8,8,8,8,2,5,15,0.9925691700931908
2,5,15,10,10,10,10,2,5,15,0.9904865425997885
2,5,16,2,2,2,2,2,5,16,0.9293299678111483
2,5,16,4,4,4,4,2,5,16,0.9897651737798815
2,5,16,6,6,6,6,2,5,16,0.9907317376871039
2,5,16,8,8,8,8,2,5,16,0.9925691700931908
2,5,16,10,10,10,10,2,5,16,0.9904865425997885
2,5,17,2,2,2,2,2,5,17,0.9293299678111483
2,5,17,4,4,4,4,2,5,17,0.9897651737798815
2,5,17,6,6,6,6,2,5,17,0.9907317376871039
2,5,17,8,8,8,8,2,5,17,0.9925691700931908
2,5,17,10,10,10,10,2,5,17,0.9904865425997885
2,5,18,2,2,2,2,2,5,18,0.9293299678111483
2,5,18,4,4,4,4,2,5,18,0.9897651737798815
2,5,18,6,6,6,6,2,5,18,0.9907317376871039
2,5,18,8,8,8,8,2,5,18,0.9925691700931908
2,5,18,10,10,10,10,2,5,18,0.9904865425997885
2,5,19,2,2,2,2,2,5,19,0.9293299678111483
2,5,19,4,4,4,4,2,5,19,0.9897651737798815
2,5,19,6,6,6,6,2,5,19,0.9907317376871039
2,5,19,8,8,8,8,2,5,19,0.9925691700931908
2,5,19,10,10,10,10,2,5,19,0.9904865425997885
2,5,20,2,2,2,2,2,5,20,0.9293299678111483
2,5,20,4,4,4,4,2,5,20,0.9897651737798815
2,5,20,6,6,6,6,2,5,20,0.9907317376871039
2,5,20,8,8,8,8,2,5,20,0.9925691700931908
2,5,20,10,10,10,10,2,5,20,0.9904865425997885
2,5,21,2,2,2,2,2,5,21,0.9293299678111483
2,5,21,4,4,4,4,2,5,21,0.9897651737798815
2,5,21,6,6,6,6,2,5,21,0.9907317376871039
2,5,21,8,8,8,8,2,5,21,0.9925691700931908
2,5,21,10,10,10,10,2,5,21,0.9904865425997885
2,5,22,2,2,2,2,2,5,22,0.9293299678111483
2,5,22,4,4,4,4,2,5,22,0.9897651737798815
2,5,22,6,6,6,6,2,5,22,0.9907317376871039
2,5,22,8,8,8,8,2,5,22,0.9925691700931908
2,5,22,10,10,10,10,2,5,22,0.9904865425997885
2,5,23,2,2,2,2,2,5,23,0.9293299678111483
2,5,23,4,4,4,4,2,5,23,0.9897651737798815
2,5,23,6,6,6,6,2,5,23,0.9907317376871039
2,5,23,8,8,8,8,2,5,23,0.9925691700931908
2,5,23,10,10,10,10,2,5,23,0.9904865425997885
2,5,24,2,2,2,2,2,5,24,0.9293299678111483
2,5,24,4,4,4,4,2,5,24,0.9897651737798815
2,5,24,6,6,6,6,2,5,24,0.9907317376871039
2,5,24,8,8,8,8,2,5,24,0.9925691700931908
2,5,24,10,10,10,10,2,5,24,0.9904865425997885
2,6,2,2,2,2,2,2,6,2,0.9296510419050543
2,6,2,4,4,4,4,2,6,2,0.9896890083300893
2,6,2,6,6,6,6,2,6,2,0.9905602006808572
2,6,2,8,8,8,8,2,6,2,0.9922015183645746
2,6,2,10,10,10,10,2,6,2,0.9905452037635056
2,6,3,2,2,2,2,2,6,3,0.9296510419050543
2,6,3,4,4,4,4,2,6,3,0.9896890083300893
2,6,3,6,6,6,6,2,6,3,0.9905602006808572
2,6,3,8,8,8,8,2,6,3,0.9922015183645746
2,6,3,10,10,10,10,2,6,3,0.9905452037635056
2,6,4,2,2,2,2,2,6,4,0.9296510419050543
2,6,4,4,4,4,4,2,6,4,0.9896890083300893
2,6,4,6,6,6,6,2,6,4,0.9905602006808572
2,6,4,8,8,8,8,2,6,4,0.9922015183645746
2,6,4,10,10,10,10,2,6,4,0.9905452037635056
2,6,5,2,2,2,2,2,6,5,0.9296510419050543
2,6,5,4,4,4,4,2,6,5,0.9896890083300893
2,6,5,6,6,6,6,2,6,5,0.9905602006808572
2,6,5,8,8,8,8,2,6,5,0.9922015183645746
