0,Q,default/15247.java_elimina,57,80
16,R,selected/981061.java_main,243,327,F
17,R,selected/372744.java_copyDirectory,59,88,F
18,R,selected/800319.java_zipFiles,129,154,F
19,R,selected/2725632.java_main,449,482,F
20,R,selected/1133661.java_main,449,482,F
21,R,selected/106922.java_main,383,416,F
22,R,selected/2734571.java_main,198,291,F
23,R,selected/2266001.java_main,337,368,F
24,R,selected/1164466.java_main,294,325,F
25,R,selected/2126592.java_transmit,64,140,F
26,R,selected/2382044.java_moveFile,29,49,F
27,R,selected/1775996.java_main,43,226,F
28,R,selected/222410.java_copyFile,594,632,F
29,R,selected/2670297.java_consoleRun,84,219,F
30,R,selected/2302753.java_main,30,103,F
31,R,selected/1782695.java_copyFile,11,74,F
32,R,selected/2432877.java_main,133,821,F
33,R,selected/466677.java_copyDirectory,36,64,F
34,R,selected/535317.java_main,89,208,F
35,R,selected/57829.java_SimpleClient,29,423,F
36,R,selected/1278002.java_main,8,116,F
37,R,selected/525297.java_copyFile,16,43,F
38,R,selected/893287.java_fileCopy,519,578,F
39,R,selected/228155.java_intMain,49,169,F
40,R,selected/494652.java_main,29,69,F
41,R,default/80207.java_evaluate,47,144,F
42,R,selected/1063771.java_train,31,98,F
43,R,selected/1190660.java_main,27,61,F
44,R,selected/1946653.java_copyFile,45,61,F
45,R,selected/1593977.java_main,501,516,F
46,R,selected/1792000.java_Jacksum,279,834,F
47,R,selected/282109.java_main,22,74,F
48,R,selected/193770.java_main,22,74,F
49,R,selected/1308126.java_main,135,343,F
50,R,default/118357.java_method,1,108,F
51,R,default/115268.java_method,1,108,F
52,R,default/110781.java_method,1,108,F
53,R,default/72643.java_main,6,76,F
54,R,default/40211.java_main,9,47,F
55,R,default/22186.java_main,9,47,F
56,R,selected/215847.java_main,15,62,F
57,R,selected/1251351.java_doReportTempDir,532,593,F
58,R,selected/1774627.java_method,1,769,F
59,R,selected/1243181.java_main,20,50,F
60,R,selected/915847.java_run,327,363,F
61,R,default/429.java_run,294,330,F
62,R,selected/418462.java_main,278,310,F
63,R,selected/1845908.java_main,109,249,F
64,R,selected/142103.java_PakExtract,24,88,F
65,R,selected/1165915.java_main,65,134,F
66,R,selected/2374266.java_extractJar,130,183,F
67,R,selected/1297898.java_test,15,78,F
68,R,default/74253.java_main,5,25,F
69,R,default/63407.java_main,5,25,F
70,R,default/31695.java_main,5,25,F
71,R,default/130434.java_main,5,25,F
72,R,selected/459106.java_copyFilesFromDirectory,148,170,F
73,R,selected/1075116.java_method,1,730,F
74,R,selected/298378.java_main,247,410,F
75,R,selected/1394338.java_copy,11,24,F
76,R,selected/104047.java_method,1,961,F
77,R,default/86548.java_main,5,26,F
78,R,default/40834.java_main,5,26,F
79,R,default/133722.java_main,5,26,F
80,R,default/104267.java_main,5,26,F
81,R,selected/2547191.java_main,136,183,F
82,R,selected/1206290.java_main,21,141,F
83,R,selected/624984.java_copyFile,30,69,F
84,R,selected/841502.java_main,15,46,F
85,R,selected/1984877.java_main,34,47,F
86,R,selected/1248062.java_method,1,1160,F
87,R,selected/1869363.java_main,416,452,F
88,R,default/46213.java_main,17,54,F
89,R,default/107472.java_main,17,54,F
90,R,selected/91007.java_main,58,82,F
91,R,default/85004.java_main,6,131,F
92,R,selected/309466.java_run,20,30,F
93,R,selected/830176.java_main,18,135,F
94,R,selected/781110.java_blobToFile,293,381,F
95,R,selected/1340854.java_performOCR,17,62,F
96,R,selected/2254782.java_main,110,283,F
97,R,selected/903979.java_CopyFile,683,708,F
98,R,selected/892063.java_evaluate,70,187,F
99,R,selected/193879.java_main,33,55,F
100,R,selected/1062620.java_copyFile,789,811,F

0,Q,default/78884.java_copyFile,30,48
1,R,selected/253429.java_copyFile,26,38,T3
2,R,selected/1354007.java_copyFile,158,170,T3
3,R,selected/1524798.java_copyFile,43,61,T3
4,R,selected/1791697.java_copyFile,70,88,T3
5,R,selected/1574719.java_copyLocalFile,145,163,T3
6,R,selected/1435050.java_forcedCopy,199,217,T3
7,R,selected/418831.java_copyFile,80,100,T3
8,R,selected/693554.java_copyFile,184,203,T3
9,R,selected/926926.java_copyFile,63,81,T1
10,R,selected/702108.java_copyFile,45,63,T1
11,R,selected/2556943.java_copyFile,11,29,T1
12,R,selected/2364800.java_copyFile,70,88,T1
13,R,selected/1921449.java_copyFile,65,83,T1
14,R,selected/169032.java_copyFile,187,205,T1
15,R,selected/1676100.java_copyFile,297,315,T1
16,R,selected/1552187.java_copyFile,147,165,T1
17,R,selected/138213.java_copyFile,35,53,T1
18,R,selected/1234284.java_copyFile,70,88,T1
19,R,selected/1081859.java_copyFile,197,212,T3
20,R,selected/1597770.java_copyFile,195,215,T3
21,R,selected/2377910.java_copyExternalResource,12,26,T3
22,R,selected/2358129.java_copyFile,91,111,T3
23,R,selected/2102326.java_copyFile,637,658,T3
24,R,selected/871757.java_copyFile,711,729,T3
25,R,selected/388654.java_copyFile,111,129,T3
26,R,selected/1819337.java_copyFile,144,162,T3
27,R,selected/1549695.java_copyFile,28,52,T3
28,R,selected/712665.java_copyFile,334,352,T3
29,R,selected/1257200.java_copyFile,379,397,T3
30,R,selected/635623.java_copyFile,358,388,F
31,R,selected/1113498.java_copy,86,104,T2
32,R,selected/861428.java_copyFile,327,347,T3
33,R,selected/1748547.java_copyFile,90,112,T3
34,R,selected/882365.java_copyFile,379,402,T3
35,R,selected/2392587.java_copyFile,14,31,T3
36,R,selected/2281590.java_copyFile,96,112,T3
37,R,selected/572754.java_copyFile,19,37,T2
38,R,default/93742.java_copyFile,55,74,T3
39,R,sample/CopyFileSamples.java_copyFile1,18,36,T3
40,R,selected/256068.java_fileCopy,335,356,T3
41,R,selected/2485251.java_fileCopy,198,219,T3
42,R,selected/1815227.java_copyFile,11,27,F
43,R,selected/611638.java_copyFile,127,158,F
44,R,selected/1761827.java_createCopy,86,102,T3
45,R,selected/668466.java_Copy,50,68,T3
46,R,selected/487627.java_copyFile,500,514,T3
47,R,selected/2459825.java_copyFile,55,71,F
48,R,selected/941324.java_copyFile,53,69,T3
49,R,selected/706168.java_copyFile,89,105,T3
50,R,selected/255150.java_copyFile,53,69,T3
51,R,selected/2239915.java_copyFile,58,74,T3
52,R,selected/1062267.java_copyFile,346,362,T3
53,R,selected/971253.java_copyFile,86,96,F
54,R,selected/1068957.java_copyFile,11,29,T2
55,R,selected/2368764.java_copyFile,390,404,T3
56,R,selected/287544.java_copyFile,437,447,T3
57,R,selected/2031885.java_copyFile,128,158,F
58,R,selected/2345804.java_copyFile,173,191,F
59,R,selected/2345804.java_copyFile,148,166,T3
60,R,selected/1451011.java_copyFile,46,76,F
61,R,selected/439450.java_copyFile,42,55,T3
62,R,selected/1613178.java_copyFile,232,243,T3
63,R,selected/2289481.java_copyFile,70,80,F
64,R,selected/2181149.java_copy,45,63,F
65,R,selected/115970.java_copyFile,33,56,T3
66,R,selected/1963485.java_copyFile,457,504,F
67,R,selected/2098134.java_copyFile,737,746,F
68,R,selected/2616197.java_copyFile,52,61,F
69,R,selected/2350542.java_copyFile,38,47,F
70,R,selected/1663295.java_copyFile,43,76,F
71,R,selected/676684.java_copyFile,119,152,F
72,R,selected/1035827.java_copyFile,119,152,F
73,R,selected/2403960.java_copy,34,49,T3
74,R,selected/1117740.java_copyFile,133,164,F
75,R,selected/2345804.java_copyFileAs,199,217,F
76,R,selected/1927390.java_copy,21,46,F
77,R,selected/1029586.java_copyFile,88,121,F
78,R,selected/634122.java_copyFile,42,75,F
79,R,selected/2111281.java_copyFile,42,75,F
80,R,selected/2072957.java_copyFile,41,74,F
81,R,selected/2715363.java_copyFile,24,48,F
82,R,selected/1527267.java_copyFile,37,52,T3
83,R,selected/2374322.java_copyFile,48,81,F
84,R,selected/2617586.java_copyStoredTileTo,47,67,F
85,R,selected/2205252.java_updateFile,172,188,F
86,R,selected/2279865.java_copyFile,16,26,F
87,R,selected/920276.java_copyFile,362,383,F
88,R,selected/1831582.java_copyFile,207,224,T3
89,R,selected/1057320.java_copyFile,207,224,T3
90,R,selected/2661115.java_copyFile,49,64,T3
91,R,selected/797836.java_copyFile,147,161,F
92,R,selected/2353261.java_copyFile,49,65,T3
93,R,selected/2345804.java_copyFile,119,141,F
94,R,selected/1721661.java_copyFile,60,69,F
95,R,selected/2211044.java_copyFile,280,292,T3
96,R,selected/1752530.java_copyFile,128,140,T3
97,R,selected/166275.java_copyFile,159,171,T3
98,R,selected/1632727.java_copyFile,129,141,T3
99,R,selected/2197076.java_copyFile,224,238,F
100,R,selected/2176646.java_copyFile,1261,1288,F

0,Q,default/21155.java_displayDiffResults,367,414
1,R,default/97193.java_displayDiffResults,367,414,T1
2,R,default/95983.java_displayDiffResults,367,414,T1
3,R,default/85302.java_displayDiffResults,367,414,F
4,R,default/80614.java_displayDiffResults,367,414,T1
5,R,default/75592.java_displayDiffResults,367,414,F
6,R,default/74307.java_displayDiffResults,367,414,T1
7,R,default/70932.java_displayDiffResults,367,414,T1
8,R,default/63608.java_displayDiffResults,367,414,T1
9,R,default/6169.java_displayDiffResults,367,414,T1
10,R,default/56486.java_displayDiffResults,367,414,T1
11,R,default/55710.java_displayDiffResults,367,414,T1
12,R,default/50941.java_displayDiffResults,367,414,T1
13,R,default/37949.java_displayDiffResults,367,414,F
14,R,default/36739.java_displayDiffResults,367,414,T1
15,R,default/29342.java_displayDiffResults,367,414,F
16,R,default/27443.java_displayDiffResults,367,414,F
17,R,default/2624.java_displayDiffResults,367,414,T1
18,R,default/19968.java_displayDiffResults,367,414,T1
19,R,default/19250.java_displayDiffResults,367,414,F
20,R,default/1761.java_displayDiffResults,367,414,T1
21,R,default/128812.java_displayDiffResults,367,414,T1
22,R,default/121978.java_displayDiffResults,367,414,F
23,R,default/105999.java_displayDiffResults,367,414,F
24,R,selected/2704374.java_generateDiffResults,363,404,T3
25,R,selected/2704374.java_setupForDiff,187,201,F
26,R,selected/2704374.java_writeSummaryTable,425,443,F
27,R,default/97193.java_compareFile,298,353,F
28,R,default/95983.java_compareFile,298,353,F
29,R,default/85302.java_compareFile,298,353,F
30,R,default/80614.java_compareFile,298,353,F
31,R,default/75592.java_compareFile,298,353,F
32,R,default/74307.java_compareFile,298,353,F
33,R,default/70932.java_compareFile,298,353,F
34,R,default/63608.java_compareFile,298,353,F
35,R,default/6169.java_compareFile,298,353,F
36,R,default/56486.java_compareFile,298,353,F
37,R,default/55710.java_compareFile,298,353,F
38,R,default/50941.java_compareFile,298,353,F
39,R,default/37949.java_compareFile,298,353,F
40,R,default/36739.java_compareFile,298,353,F
41,R,default/29342.java_compareFile,298,353,F
42,R,default/27443.java_compareFile,298,353,F
43,R,default/2624.java_compareFile,298,353,F
44,R,default/21155.java_compareFile,298,353,F
45,R,default/19968.java_compareFile,298,353,F
46,R,default/19250.java_compareFile,298,353,F
47,R,default/1761.java_compareFile,298,353,F
48,R,default/128812.java_compareFile,298,353,F
49,R,default/121978.java_compareFile,298,353,F
50,R,default/105999.java_compareFile,298,353,F
51,R,selected/1105669.java_copyFile,252,263,F
52,R,selected/1621392.java_copyClassFile,146,156,F
53,R,selected/2739422.java_copyFile,23,52,F
54,R,selected/1318584.java_copy,207,216,F
55,R,selected/222779.java_remove,182,214,F
56,R,selected/2258818.java_outputEXIFMetadata,153,200,F
57,R,selected/119078.java_outputEXIFMetadata,293,340,F
58,R,selected/1200879.java_unzipArchive,309,325,F
59,R,selected/417500.java_createDataObject,271,291,F
60,R,selected/688362.java_createTempFile,19,30,F
61,R,selected/713407.java_setUp,18,31,F
62,R,selected/1549720.java_extractResource,193,205,F
63,R,selected/1406889.java_copyStreamToFile,54,63,F
64,R,selected/1986562.java_main,92,119,F
65,R,selected/2546259.java_copyFile,140,158,F
66,R,selected/2459935.java_recieveFile,633,664,F
67,R,selected/1318584.java_copy,218,227,F
68,R,selected/2584680.java_parse,34,118,F
69,R,selected/1948328.java_fcopy,560,571,F
70,R,selected/446713.java_pack,20,35,F
71,R,selected/155974.java_copy,112,123,F
72,R,selected/393496.java_createExportedFile,404,421,F
73,R,selected/158990.java_createExportedFile,511,528,F
74,R,selected/119109.java_createTempFileFromClasspathResource,96,111,F
75,R,selected/1744128.java_roundTrip,73,98,F
76,R,selected/1642662.java_saveInputStreamtoFile,19,28,F
77,R,selected/362179.java_download,110,122,F
78,R,selected/2597942.java_convertToByteArray,39,50,F
79,R,selected/2494899.java_setDocument,145,157,F
80,R,selected/2367988.java_storeInputStreamToFile,169,179,F
81,R,selected/999708.java_copyInputStreamToOutputFile,84,93,F
82,R,selected/2200823.java_copyInputStreamToOutputFile,75,84,F
83,R,selected/417500.java_createMboxDataObject,293,307,F
84,R,selected/417500.java_createArchiveDataObject,309,323,F
85,R,selected/1385544.java_extractFile,129,141,F
86,R,selected/1456329.java_saveFile,110,149,F
87,R,selected/318619.java_finishReport,171,181,F
88,R,selected/254549.java_copy,325,347,F
89,R,selected/2022313.java_createDataObject,584,602,F
90,R,selected/511553.java_getSequence,41,55,F
91,R,selected/345489.java_getAudioInputStream,41,55,F
92,R,selected/160807.java_readStream,164,177,F
93,R,selected/809602.java_invoke1,134,182,F
94,R,selected/1994753.java_copyFile,33,45,F
95,R,selected/368621.java_copyFile,124,134,F
96,R,selected/1252259.java_getReply,228,240,F
97,R,selected/732741.java_putData,27,45,F
98,R,selected/1966743.java_copy,44,54,F
99,R,selected/1261153.java_copyFile,58,71,F
100,R,selected/2527016.java_getSource,52,84,F

0,Q,default/19968.java_displayDiffResults,367,414
1,R,default/97193.java_displayDiffResults,367,414,T1
2,R,default/95983.java_displayDiffResults,367,414,T1
3,R,default/85302.java_displayDiffResults,367,414,F
4,R,default/80614.java_displayDiffResults,367,414,T1
5,R,default/75592.java_displayDiffResults,367,414,F
6,R,default/74307.java_displayDiffResults,367,414,T1
7,R,default/70932.java_displayDiffResults,367,414,T1
8,R,default/63608.java_displayDiffResults,367,414,T1
9,R,default/6169.java_displayDiffResults,367,414,T1
10,R,default/56486.java_displayDiffResults,367,414,T1
11,R,default/55710.java_displayDiffResults,367,414,T1
12,R,default/50941.java_displayDiffResults,367,414,T1
13,R,default/37949.java_displayDiffResults,367,414,F
14,R,default/36739.java_displayDiffResults,367,414,T1
15,R,default/29342.java_displayDiffResults,367,414,F
16,R,default/27443.java_displayDiffResults,367,414,F
17,R,default/2624.java_displayDiffResults,367,414,T1
18,R,default/21155.java_displayDiffResults,367,414,F
19,R,default/19250.java_displayDiffResults,367,414,F
20,R,default/1761.java_displayDiffResults,367,414,T1
21,R,default/128812.java_displayDiffResults,367,414,T1
22,R,default/121978.java_displayDiffResults,367,414,F
23,R,default/105999.java_displayDiffResults,367,414,F
24,R,selected/2704374.java_generateDiffResults,363,404,T3
25,R,selected/2704374.java_setupForDiff,187,201,F
26,R,selected/2704374.java_writeSummaryTable,425,443,F
27,R,default/97193.java_compareFile,298,353,F
28,R,default/95983.java_compareFile,298,353,F
29,R,default/85302.java_compareFile,298,353,F
30,R,default/80614.java_compareFile,298,353,F
31,R,default/75592.java_compareFile,298,353,F
32,R,default/74307.java_compareFile,298,353,F
33,R,default/70932.java_compareFile,298,353,F
34,R,default/63608.java_compareFile,298,353,F
35,R,default/6169.java_compareFile,298,353,F
36,R,default/56486.java_compareFile,298,353,F
37,R,default/55710.java_compareFile,298,353,F
38,R,default/50941.java_compareFile,298,353,F
39,R,default/37949.java_compareFile,298,353,F
40,R,default/36739.java_compareFile,298,353,F
41,R,default/29342.java_compareFile,298,353,F
42,R,default/27443.java_compareFile,298,353,F
43,R,default/2624.java_compareFile,298,353,F
44,R,default/21155.java_compareFile,298,353,F
45,R,default/19968.java_compareFile,298,353,F
46,R,default/19250.java_compareFile,298,353,F
47,R,default/1761.java_compareFile,298,353,F
48,R,default/128812.java_compareFile,298,353,F
49,R,default/121978.java_compareFile,298,353,F
50,R,default/105999.java_compareFile,298,353,F
51,R,selected/1105669.java_copyFile,252,263,F
52,R,selected/1621392.java_copyClassFile,146,156,F
53,R,selected/2739422.java_copyFile,23,52,F
54,R,selected/1318584.java_copy,207,216,F
55,R,selected/222779.java_remove,182,214,F
56,R,selected/2258818.java_outputEXIFMetadata,153,200,F
57,R,selected/119078.java_outputEXIFMetadata,293,340,F
58,R,selected/1200879.java_unzipArchive,309,325,F
59,R,selected/417500.java_createDataObject,271,291,F
60,R,selected/688362.java_createTempFile,19,30,F
61,R,selected/713407.java_setUp,18,31,F
62,R,selected/1549720.java_extractResource,193,205,F
63,R,selected/1406889.java_copyStreamToFile,54,63,F
64,R,selected/1986562.java_main,92,119,F
65,R,selected/2546259.java_copyFile,140,158,F
66,R,selected/2459935.java_recieveFile,633,664,F
67,R,selected/1318584.java_copy,218,227,F
68,R,selected/2584680.java_parse,34,118,F
69,R,selected/1948328.java_fcopy,560,571,F
70,R,selected/446713.java_pack,20,35,F
71,R,selected/155974.java_copy,112,123,F
72,R,selected/393496.java_createExportedFile,404,421,F
73,R,selected/158990.java_createExportedFile,511,528,F
74,R,selected/119109.java_createTempFileFromClasspathResource,96,111,F
75,R,selected/1744128.java_roundTrip,73,98,F
76,R,selected/1642662.java_saveInputStreamtoFile,19,28,F
77,R,selected/362179.java_download,110,122,F
78,R,selected/2597942.java_convertToByteArray,39,50,F
79,R,selected/2494899.java_setDocument,145,157,F
80,R,selected/2367988.java_storeInputStreamToFile,169,179,F
81,R,selected/999708.java_copyInputStreamToOutputFile,84,93,F
82,R,selected/2200823.java_copyInputStreamToOutputFile,75,84,F
83,R,selected/417500.java_createMboxDataObject,293,307,F
84,R,selected/417500.java_createArchiveDataObject,309,323,F
85,R,selected/1385544.java_extractFile,129,141,F
86,R,selected/1456329.java_saveFile,110,149,F
87,R,selected/318619.java_finishReport,171,181,F
88,R,selected/254549.java_copy,325,347,F
89,R,selected/2022313.java_createDataObject,584,602,F
90,R,selected/511553.java_getSequence,41,55,F
91,R,selected/345489.java_getAudioInputStream,41,55,F
92,R,selected/160807.java_readStream,164,177,F
93,R,selected/809602.java_invoke1,134,182,F
94,R,selected/1994753.java_copyFile,33,45,F
95,R,selected/368621.java_copyFile,124,134,F
96,R,selected/1252259.java_getReply,228,240,F
97,R,selected/732741.java_putData,27,45,F
98,R,selected/1966743.java_copy,44,54,F
99,R,selected/1261153.java_copyFile,58,71,F
100,R,selected/2527016.java_getSource,52,84,F

0,Q,default/128812.java_displayDiffResults,367,414
1,R,default/97193.java_displayDiffResults,367,414,T1
2,R,default/95983.java_displayDiffResults,367,414,T1
3,R,default/85302.java_displayDiffResults,367,414,F
4,R,default/80614.java_displayDiffResults,367,414,T1
5,R,default/75592.java_displayDiffResults,367,414,F
6,R,default/74307.java_displayDiffResults,367,414,T1
7,R,default/70932.java_displayDiffResults,367,414,T1
8,R,default/63608.java_displayDiffResults,367,414,T1
9,R,default/6169.java_displayDiffResults,367,414,T1
10,R,default/56486.java_displayDiffResults,367,414,T1
11,R,default/55710.java_displayDiffResults,367,414,T1
12,R,default/50941.java_displayDiffResults,367,414,T1
13,R,default/37949.java_displayDiffResults,367,414,F
14,R,default/36739.java_displayDiffResults,367,414,T1
15,R,default/29342.java_displayDiffResults,367,414,F
16,R,default/27443.java_displayDiffResults,367,414,F
17,R,default/2624.java_displayDiffResults,367,414,T1
18,R,default/21155.java_displayDiffResults,367,414,F
19,R,default/19968.java_displayDiffResults,367,414,F
20,R,default/19250.java_displayDiffResults,367,414,F
21,R,default/1761.java_displayDiffResults,367,414,T1
22,R,default/121978.java_displayDiffResults,367,414,F
23,R,default/105999.java_displayDiffResults,367,414,F
24,R,selected/2704374.java_generateDiffResults,363,404,T3
25,R,selected/2704374.java_setupForDiff,187,201,F
26,R,selected/2704374.java_writeSummaryTable,425,443,F
27,R,default/97193.java_compareFile,298,353,F
28,R,default/95983.java_compareFile,298,353,F
29,R,default/85302.java_compareFile,298,353,F
30,R,default/80614.java_compareFile,298,353,F
31,R,default/75592.java_compareFile,298,353,F
32,R,default/74307.java_compareFile,298,353,F
33,R,default/70932.java_compareFile,298,353,F
34,R,default/63608.java_compareFile,298,353,F
35,R,default/6169.java_compareFile,298,353,F
36,R,default/56486.java_compareFile,298,353,F
37,R,default/55710.java_compareFile,298,353,F
38,R,default/50941.java_compareFile,298,353,F
39,R,default/37949.java_compareFile,298,353,F
40,R,default/36739.java_compareFile,298,353,F
41,R,default/29342.java_compareFile,298,353,F
42,R,default/27443.java_compareFile,298,353,F
43,R,default/2624.java_compareFile,298,353,F
44,R,default/21155.java_compareFile,298,353,F
45,R,default/19968.java_compareFile,298,353,F
46,R,default/19250.java_compareFile,298,353,F
47,R,default/1761.java_compareFile,298,353,F
48,R,default/128812.java_compareFile,298,353,F
49,R,default/121978.java_compareFile,298,353,F
50,R,default/105999.java_compareFile,298,353,F
51,R,selected/1105669.java_copyFile,252,263,F
52,R,selected/1621392.java_copyClassFile,146,156,F
53,R,selected/2739422.java_copyFile,23,52,F
54,R,selected/1318584.java_copy,207,216,F
55,R,selected/222779.java_remove,182,214,F
56,R,selected/2258818.java_outputEXIFMetadata,153,200,F
57,R,selected/119078.java_outputEXIFMetadata,293,340,F
58,R,selected/1200879.java_unzipArchive,309,325,F
59,R,selected/417500.java_createDataObject,271,291,F
60,R,selected/688362.java_createTempFile,19,30,F
61,R,selected/713407.java_setUp,18,31,F
62,R,selected/1549720.java_extractResource,193,205,F
63,R,selected/1406889.java_copyStreamToFile,54,63,F
64,R,selected/1986562.java_main,92,119,F
65,R,selected/2546259.java_copyFile,140,158,F
66,R,selected/2459935.java_recieveFile,633,664,F
67,R,selected/1318584.java_copy,218,227,F
68,R,selected/2584680.java_parse,34,118,F
69,R,selected/1948328.java_fcopy,560,571,F
70,R,selected/446713.java_pack,20,35,F
71,R,selected/155974.java_copy,112,123,F
72,R,selected/393496.java_createExportedFile,404,421,F
73,R,selected/158990.java_createExportedFile,511,528,F
74,R,selected/119109.java_createTempFileFromClasspathResource,96,111,F
75,R,selected/1744128.java_roundTrip,73,98,F
76,R,selected/1642662.java_saveInputStreamtoFile,19,28,F
77,R,selected/362179.java_download,110,122,F
78,R,selected/2597942.java_convertToByteArray,39,50,F
79,R,selected/2494899.java_setDocument,145,157,F
80,R,selected/2367988.java_storeInputStreamToFile,169,179,F
81,R,selected/999708.java_copyInputStreamToOutputFile,84,93,F
82,R,selected/2200823.java_copyInputStreamToOutputFile,75,84,F
83,R,selected/417500.java_createMboxDataObject,293,307,F
84,R,selected/417500.java_createArchiveDataObject,309,323,F
85,R,selected/1385544.java_extractFile,129,141,F
86,R,selected/1456329.java_saveFile,110,149,F
87,R,selected/318619.java_finishReport,171,181,F
88,R,selected/254549.java_copy,325,347,F
89,R,selected/2022313.java_createDataObject,584,602,F
90,R,selected/511553.java_getSequence,41,55,F
