selected,1874431.java,60,73,,F,0,CR,
selected,333393.java,16,24,,F,0,CR,
default,80487.java,34,48,,F,0,CR,
default,128762.java,34,48,,F,0,CR,
selected,2177902.java,46,57,,F,0,CR,
selected,556924.java,217,246,,F,3,CR,* Interesting
selected,304791.java,536,548,,F,0,CR,
selected,481749.java,250,278,,F,1,CR,* Send data instead
selected,2044718.java,59,65,,F,0,CR,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,Q,,,,
selected,473377.java,89,94,,F,0,CR,
selected,756989.java,34,43,,T,3,CR,
selected,1000320.java,32,41,,T,3,CR,
selected,1758847.java,113,126,,F,0,CR,
selected,2028172.java,65,84,,F,0,CR,
selected,1758847.java,137,149,,F,0,CR,
selected,943597.java,15,20,3,T,3,CR,
selected,2614108.java,69,75,,F,0,CR,
selected,1492388.java,68,74,,F,0,CR,
selected,1281086.java,89,98,,F,0,CR,
sample,CopyFileSamples.java,55,61,Q,,,,
selected,717736.java,132,138,3,T,,,
selected,361894.java,107,113,,T,3,CR,
selected,424829.java,21,29,,F,1,CR,
selected,630556.java,94,101,,T,3,CR,
selected,1214091.java,7,14,,T,3,CR,
selected,1027339.java,56,63,,T,3,CR,
selected,1820231.java,486,493,,T,3,CR,
selected,2369197.java,131,137,,T,3,CR,
selected,1145562.java,97,103,,T,3,CR,
selected,68746.java,85,91,,T,3,CR,
sample,FileChooser.java,96,123,Q,,,,
selected,2078477.java,53,66,,T,3,CR,
selected,2078477.java,27,40,,T,3,CR,
selected,408135.java,108,122,,T,3,CR,
selected,42189.java,37,60,,T,3,CR,
selected,1715316.java,140,151,,T,2,CR,
selected,853317.java,502,543,,F,0,CR,
selected,776232.java,565,606,,F,0,CR,
selected,710810.java,502,543,,F,0,CR,
selected,2648216.java,569,610,,F,0,CR,
selected,2606873.java,567,608,,F,0,CR,
sample,LoadFont.java,14,19,Q,,,,
selected,1238225.java,19,33,,F,1,CR,
selected,913202.java,577,586,,F,0,CR,
selected,383097.java,247,269,,F,1,CR,
selected,1113584.java,97,102,,F,0,CR,
selected,1978177.java,82,91,,F,0,CR,
selected,169000.java,212,221,,F,0,CR,
selected,222400.java,97,105,,F,0,CR,
selected,1846343.java,89,101,3,T,3,CR,
selected,1992356.java,228,235,,F,0,CR,
selected,1729567.java,183,188,,F,0,CR,
sample,GCD.java,11,18,Q,,,,
selected,1106479.java,5,12,,T,3,CR,
selected,2705875.java,5,12,,T,3,CR,
selected,2240537.java,44,57,,F,0,CR,
selected,2735656.java,260,272,,T,3,CR,
selected,2456330.java,260,272,,T,3,CR,
selected,1179107.java,245,259,,F,0,CR,
selected,49345.java,9,17,,T,3,CR,
selected,2518339.java,117,125,,F,0,CR,
selected,54335.java,184,199,,T,3,CR,
selected,532352.java,37,42,,F,0,CR,
sample,ExecuteExternalProcessAndReadInput.java,38,54,Q,,,,
selected,132149.java,97,115,,F,3,CR,
selected,132149.java,117,135,,F,3,CR,
selected,1294348.java,18,46,,F,0,CR,
selected,580664.java,409,417,,F,3,CR,
selected,1611391.java,198,217,,F,0,CR,
selected,2429086.java,79,106,,F,3,CR,
selected,2297379.java,77,104,,F,3,CR,
selected,1290407.java,158,199,,F,0,CR,
selected,1426668.java,72,82,,F,0,CR,
selected,219120.java,358,387,,F,0,CR,
sample,EncryptFile.java,16,37,Q,,,,
selected,1538113.java,112,131,3,T,3,CR,
selected,1538113.java,165,184,,F,1,CR,
selected,707787.java,121,144,3,T,3,CR,
selected,707787.java,163,186,,F,1,CR,
selected,1995913.java,96,106,,F,1,CR,
selected,1995913.java,114,125,3,T,3,CR,
selected,2519419.java,82,115,3,T,3,CR,
selected,893534.java,128,139,3,T,3,CR,
selected,341629.java,51,59,,F,0,CR,
selected,26322.java,60,90,,F,0,CR,
sample,BubbleSort.java,75,91,Q,,,,
selected,2267313.java,7,20,,T,3,CR,
selected,307350.java,22,36,3,T,3,CR,
selected,2474941.java,356,378,3,T,3,CR,
selected,116754.java,14,25,3,T,3,CR,
default,6459.java,58,74,3,T,3,CR,
default,61517.java,58,74,3,T,3,CR,
default,102270.java,58,74,3,T,3,CR,
selected,1997351.java,31,40,,F,1,CR,
selected,649327.java,21,31,,F,1,CR,
selected,2467194.java,201,216,3,T,3,CR,
sample,BubbleSort.java,57,73,Q,,,,
selected,2267313.java,7,20,,T,3,CR,
selected,2076076.java,687,704,,T,3,CR,
selected,2076076.java,715,736,,T,3,CR,
selected,2076076.java,752,769,,T,3,CR,
selected,475822.java,17,25,,T,3,CR,
selected,411336.java,632,651,3,T,3,CR,* Interesting
selected,1771786.java,220,239,3,T,3,CR,
selected,1219912.java,39,59,3,T,3,CR,
selected,671771.java,148,182,,F,1,CR,
selected,2707547.java,148,182,,F,1,CR,
sample,CreateRSAKeys.java,34,54,Q,,,,
selected,576745.java,18,44,3,T,3,CR,
selected,1984007.java,114,140,3,T,3,CR,
selected,2166933.java,133,204,,F,3,CR,"* Interesting -- key pair generaion, not clone but relevant"
selected,2197393.java,192,224,,F,0,CR,
selected,714211.java,127,134,,T,3,CR,
selected,1648769.java,446,530,,F,3,CR,
selected,1988360.java,32,66,,F,0,CR,
selected,1022819.java,20,36,,T,3,CR,
selected,405001.java,29,56,,F,3,CR,"* Interesting -- key pair generaion, not clone but relevant"
selected,2251615.java,31,44,3,T,3,CR,
sample,InstantiateNamedClassUsingReflection.java,7,12,Q,,,,
selected,2282446.java,39,45,,T,3,CR,
selected,1580512.java,39,45,,T,3,CR,
selected,296454.java,121,127,3,T,3,CR,
selected,2282446.java,32,37,,T,3,CR,
selected,1580512.java,32,37,,T,3,CR,
selected,1028166.java,63,70,,T,3,CR,
selected,1830290.java,32,37,,T,3,CR,
selected,2366019.java,33,38,,T,3,CR,
selected,2300994.java,40,52,,T,3,CR,
selected,554105.java,89,98,,T,3,CR,
sample,ShuffleArrayInPlace.java,50,66,Q,,,,
selected,913640.java,78,87,3,T,3,CR,
selected,1812293.java,181,190,,T,3,CR,
selected,700011.java,81,90,,T,2,CR,
selected,1563205.java,196,204,,T,3,CR,
selected,1791798.java,14,22,3,T,3,CR,
selected,2536122.java,145,156,,T,3,CR,
selected,208226.java,75,84,,T,3,CR,
selected,2638398.java,52,61,,T,3,CR,* Interesting case of shuffle
default,42085.java,58,69,3,T,3,CR,
selected,1563205.java,169,177,,T,3,CR,
sample,CopyDirectoryTree.java,18,27,Q,,,,
selected,490076.java,134,146,,F,0,CR,
selected,1881179.java,204,210,,F,0,CR,
selected,2377624.java,49,56,,F,0,CR,
selected,159972.java,28,33,,F,0,CR,
selected,2109048.java,28,37,,F,0,CR,
selected,1014287.java,28,37,,F,0,CR,
selected,62878.java,54,60,,F,0,CR,
selected,675060.java,1327,1335,,F,0,CR,
selected,466989.java,808,861,,F,0,CR,
selected,1942656.java,60,69,,F,0,CR,
sample,OpenURLInSystemBrowser.java,8,15,Q,,,,
selected,1349616.java,107,121,,F,0,CR,
selected,916583.java,1126,1132,,F,0,CR,
selected,1336659.java,62,68,,F,0,CR,
selected,329230.java,398,404,,F,0,CR,
selected,1154916.java,378,384,,F,0,CR,
selected,1285847.java,36,42,,F,0,CR,
selected,2584023.java,298,306,,F,0,CR,
selected,1855632.java,150,158,,F,0,CR,
selected,1590626.java,86,93,,F,0,CR,
selected,2704461.java,92,100,,F,0,CR,
sample,getMACAddresInStandardForm.java,9,25,Q,,,,
selected,1000127.java,107,129,,F,0,CR,
selected,416700.java,5,10,,F,0,CR,
selected,228468.java,81,93,,F,0,CR,
selected,2172654.java,1703,1714,,F,0,CR,
selected,560865.java,38,46,,F,0,CR,
selected,2706991.java,10,33,,T,3,CR,
selected,1420079.java,68,79,,F,0,CR,
selected,440776.java,307,356,3,T,3,CR,
selected,2365758.java,14,26,,F,1,CR,
selected,1125396.java,101,153,3,T,3,CR,
sample,CopyFileSamples.java,42,53,Q,,,,
selected,121619.java,262,272,,T,3,CR,
selected,135261.java,23,33,,T,2,CR,
selected,527910.java,61,70,,T,2,CR,
selected,1401753.java,62,70,,T,2,CR,
selected,2016382.java,11,22,3,T,3,CR,
selected,263273.java,209,218,,T,2,CR,
selected,1476460.java,67,77,,T,3,CR,
selected,1386473.java,100,110,,T,3,CR,
selected,384568.java,74,84,,T,3,CR,
selected,2345563.java,71,84,,T,3,CR,
sample,UnZip.java,3,44,Q,,,,
selected,62915.java,132,142,,F,1,CR,
selected,2196770.java,123,154,,T,3,CR,
selected,268530.java,80,104,,T,3,CR,
selected,1511168.java,162,186,,T,3,CR,
selected,138101.java,118,147,,T,3,CR,
selected,818894.java,137,147,,F,0,CR,
selected,2510931.java,36,44,,F,0,CR,
selected,1304553.java,239,247,,F,0,CR,
selected,1891388.java,153,161,,F,0,CR,
selected,325744.java,35,43,,F,0,CR,
sample,FileChooser.java,67,94,Q,,,,
selected,2078477.java,53,66,,T,3,CR,
selected,2078477.java,27,40,,T,3,CR,
selected,408135.java,108,122,,T,3,CR,
selected,42189.java,37,60,,T,3,CR,
selected,1715316.java,140,151,,T,3,CR,
selected,853317.java,502,543,,F,0,CR,
selected,776232.java,565,606,,F,0,CR,
selected,710810.java,502,543,,F,0,CR,
selected,2648216.java,569,610,,F,0,CR,
selected,2606873.java,567,608,,F,0,CR,
sample,ShuffleArrayInPlace.java,34,48,Q,,,,
selected,273852.java,891,898,3,T,3,CR,
selected,1821592.java,891,898,3,T,3,CR,
selected,946662.java,260,269,,T,3,CR,
selected,581940.java,588,601,,T,3,CR,
selected,285130.java,586,599,,T,3,CR,
selected,410530.java,374,383,,T,3,CR,
selected,1718839.java,500,513,,T,3,CR,
selected,1885632.java,398,407,,T,3,CR,
selected,957610.java,19,26,,T,3,CR,
selected,1762786.java,291,300,,T,3,CR,
sample,MD5.java,2,11,Q,,,,
selected,782936.java,97,107,3,T,3,CR,
selected,1182449.java,84,97,3,T,3,CR,
selected,1200698.java,23,33,,F,2,CR,
selected,1423873.java,169,179,,T,3,CR,
selected,1174848.java,28,38,3,T,3,CR,
selected,356314.java,242,249,,F,2,CR,
selected,1301297.java,141,150,3,T,3,CR,
selected,432039.java,245,261,3,T,3,CR,
selected,2621035.java,43,52,,F,2,CR,
selected,2323157.java,72,78,,F,2,CR,
sample,SendEMail.java,15,48,Q,,,,
selected,931007.java,191,222,,T,3,CR,
selected,1573959.java,43,69,,T,3,CR,
selected,1969561.java,31,68,,T,3,CR,
selected,441605.java,35,67,,T,3,CR,
selected,1864319.java,115,132,,T,3,CR,
selected,218695.java,55,72,,T,3,CR,
selected,448985.java,81,127,,T,3,CR,
selected,1894901.java,14,39,,T,3,CR,
selected,1339106.java,24,46,,T,3,CR,
selected,730725.java,19,53,,T,3,CR,
sample,ConnectToDatabaseJDBC.java,8,20,Q,,,,
selected,1603925.java,70,81,,F,0,CR,
selected,758753.java,501,517,,F,0,CR,
selected,1491142.java,501,517,,F,,,
selected,2649921.java,33,43,,F,,,
selected,758753.java,489,499,,F,,,
selected,758753.java,464,474,,F,,,
selected,1491142.java,489,499,,F,,,
selected,1491142.java,464,474,,F,,,
selected,468180.java,21,29,,F,,,
selected,1283008.java,284,291,,F,,,
sample,BubbleSort.java,219,236,Q,,,,
selected,260759.java,19,33,,F,,,
selected,260759.java,44,60,,F,,,
selected,1872351.java,5,18,,F,,,
selected,1701688.java,13,36,,F,,,
selected,97366.java,40,56,3,T,,,
default,54157.java,23,32,,F,,,
selected,2085965.java,27,32,,F,,,
selected,300049.java,12,20,,F,,,
selected,2283928.java,13,23,,F,,,
selected,307350.java,22,36,3,T,,,
sample,GCD.java,36,42,Q,,,,
selected,814007.java,61,67,3,T,,,
selected,334423.java,690,696,,F,,,
selected,1146472.java,98,107,,F,,,
selected,1110288.java,74,86,,F,,,
selected,618936.java,13,19,,F,,,
selected,2705721.java,7,13,3,T,,,
selected,1110288.java,60,72,,F,,,
selected,334423.java,134,140,,F,,,
selected,1242414.java,52,58,3,T,,,
selected,734110.java,16,25,,F,,,
sample,CopyFileSamples.java,18,36,Q,,,,
selected,332157.java,445,471,,F,,,
selected,287544.java,437,447,3,T,,,
selected,1198207.java,184,211,,F,,,
default,63982.java,30,56,,F,,,
selected,2616591.java,12,25,,F,,,
selected,2451225.java,102,131,,F,,,
selected,1194729.java,22,48,,F,,,
selected,1784471.java,98,113,,F,,,
selected,1650532.java,439,456,,F,,,
selected,1838209.java,476,486,,F,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,Q,,,,
selected,1390962.java,42,47,,F,,,
selected,756989.java,34,43,,F,,,
selected,1000320.java,32,41,,F,,,
selected,305499.java,19,27,3,T,,,
selected,257170.java,44,51,,F,,,
selected,473377.java,89,94,,F,,,
selected,2447010.java,43,58,,F,,,
selected,697953.java,176,184,3,T,,,
selected,257170.java,221,231,,F,,,
selected,257170.java,263,273,,F,,,
sample,BubbleSort.java,3,19,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,307350.java,22,36,3,T,,,
selected,2474941.java,356,378,3,T,,,
selected,116754.java,14,25,3,T,,,
default,6459.java,58,74,3,T,,,
default,61517.java,58,74,3,T,,,
default,102270.java,58,74,3,T,,,
selected,1997351.java,31,40,,F,,,
selected,649327.java,21,31,,F,,,
selected,2467194.java,201,216,3,T,,,
sample,DBUpdateAndRollback.java,10,29,Q,,,,
selected,1614129.java,176,196,,F,,,
selected,1470498.java,176,196,,F,,,
selected,1676119.java,33,43,,F,,,
selected,410629.java,31,54,3,T,,,
selected,812932.java,106,116,,F,,,
selected,2458328.java,7,17,,F,,,
selected,1414304.java,462,514,3,T,,,
selected,1395931.java,35,150,,F,,,
selected,407491.java,60,79,,F,,,
selected,162534.java,18,32,,F,,,
sample,ConnectToDatabaseJDBC.java,21,26,Q,,,,
selected,2649921.java,33,43,,F,,,
selected,951823.java,56,66,,F,,,
selected,1621625.java,40,48,,F,,,
selected,1060340.java,135,141,,F,,,
selected,468180.java,21,29,,F,,,
default,76371.java,116,130,,F,,,
selected,986727.java,229,234,,F,,,
selected,2512083.java,278,283,,F,,,
selected,948300.java,45,55,,F,,,
selected,986727.java,222,227,,F,,,
sample,CallMethodUsingReflection.java,8,18,Q,,,,
selected,2586248.java,138,147,,F,,,
selected,890989.java,118,128,,F,,,
selected,2392179.java,195,203,,F,,,
selected,56283.java,97,119,,F,,,
selected,782418.java,11,26,,F,,,
selected,2412523.java,31,39,,F,,,
selected,506547.java,168,194,,F,,,
selected,2198722.java,207,222,,F,,,
selected,356819.java,184,193,,F,,,
selected,1544766.java,102,115,,F,,,
sample,BubbleSort.java,147,163,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,307350.java,22,36,3,T,,,
selected,2474941.java,356,378,3,T,,,
selected,116754.java,14,25,3,T,,,
default,6459.java,58,74,3,T,,,
default,61517.java,58,74,3,T,,,
default,102270.java,58,74,3,T,,,
selected,1997351.java,31,40,,F,,,
selected,649327.java,21,31,,F,,,
selected,2467194.java,201,216,3,T,,,
sample,CallMethodUsingReflection.java,20,26,Q,,,,
selected,2378252.java,38,67,,F,,,
selected,2567805.java,268,275,,F,,,
selected,1716707.java,268,275,,F,,,
selected,1430582.java,38,50,,F,,,
selected,829101.java,144,152,,F,,,
selected,1648080.java,149,157,,F,,,
selected,1087705.java,176,181,,F,,,
selected,1796999.java,68,83,,F,,,
selected,1628436.java,68,83,,F,,,
selected,2380434.java,106,123,,F,,,
sample,BubbleSort.java,111,127,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,307350.java,22,36,3,T,,,
selected,2474941.java,356,378,3,T,,,
selected,116754.java,14,25,3,T,,,
default,6459.java,58,74,3,T,,,
default,61517.java,58,74,3,T,,,
default,102270.java,58,74,3,T,,,
selected,1997351.java,31,40,,F,,,
selected,649327.java,21,31,,F,,,
selected,2467194.java,201,216,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,Q,,,,
selected,473377.java,89,94,,F,,,
selected,756989.java,34,43,,F,,,
selected,1000320.java,32,41,,F,,,
selected,1758847.java,113,126,,F,,,
selected,2028172.java,65,84,,F,,,
selected,1758847.java,137,149,,F,,,
selected,2614108.java,69,75,,F,,,
selected,1492388.java,68,74,,F,,,
selected,1281086.java,89,98,,F,,,
selected,57770.java,43,48,,F,,,
sample,OpenFileInDesktopApp.java,7,14,Q,,,,
selected,341410.java,75,82,,F,,,
selected,1731967.java,72,79,,F,,,
selected,630249.java,88,94,,F,,,
selected,269423.java,64,73,,F,,,
selected,678037.java,106,112,,F,,,
selected,2276754.java,205,211,,F,,,
selected,2276754.java,221,227,,F,,,
selected,291225.java,144,156,,F,,,
selected,2569648.java,66,73,,F,,,
selected,260128.java,217,222,,F,,,
sample,DeleteFolderRecursively.java,20,51,Q,,,,
sample,DeleteFolderRecursively.java,29,37,,F,,,
sample,CopyDirectoryTree.java,30,44,,F,,,
selected,1526561.java,65,163,,F,,,
selected,619765.java,433,439,,F,,,
selected,143252.java,52,141,,F,,,
selected,2578751.java,253,283,,F,,,
selected,619765.java,219,242,,F,,,
selected,619765.java,350,373,,F,,,
selected,619765.java,383,388,,F,,,
selected,2744271.java,54,100,,F,,,
sample,PlaySound.java,29,44,Q,,,,
selected,1301197.java,93,116,,F,,,
selected,2050174.java,19,38,,F,,,
selected,1301197.java,138,161,,F,,,
selected,1618135.java,66,79,,F,,,
default,84305.java,64,77,,F,,,
selected,2506173.java,270,295,,F,,,
selected,555125.java,429,464,,F,,,
selected,2370516.java,18,25,,F,,,
selected,773534.java,148,163,,F,,,
selected,665360.java,21,43,,F,,,
sample,DownloadWebpage.java,55,67,Q,,,,
selected,50608.java,37,47,,F,,,
selected,1441159.java,58,73,,F,,,
selected,953798.java,188,197,,F,,,
selected,374765.java,132,141,,F,,,
selected,2667874.java,192,201,,F,,,
selected,2146263.java,81,90,,F,,,
selected,2086142.java,192,201,,F,,,
selected,2024971.java,192,201,,F,,,
selected,1965038.java,132,141,,F,,,
selected,595798.java,23,33,,F,,,
sample,BubbleSort.java,129,145,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,2076076.java,687,704,,F,,,
selected,2076076.java,715,736,,F,,,
selected,2076076.java,752,769,,F,,,
selected,475822.java,17,25,,F,,,
selected,411336.java,632,651,3,T,,,
selected,1771786.java,220,239,3,T,,,
selected,1219912.java,39,59,3,T,,,
selected,671771.java,148,182,,F,,,
selected,2707547.java,148,182,,F,,,
sample,DeleteFolderRecursively.java,11,17,Q,,,,
selected,2531973.java,85,94,,F,,,
selected,328405.java,43,57,,F,,,
selected,706450.java,884,899,,F,,,
selected,765493.java,90,96,,F,,,
selected,2633880.java,22,32,,F,,,
selected,2213889.java,563,570,,F,,,
selected,1688266.java,7,14,,F,,,
selected,2574366.java,75,85,,F,,,
selected,1490167.java,100,110,,F,,,
selected,1849884.java,16,26,,F,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,Q,,,,
selected,1390962.java,42,47,,F,,,
selected,305499.java,19,27,3,T,,,
selected,979949.java,150,155,,F,,,
selected,473377.java,89,94,,F,,,
selected,697953.java,176,184,3,T,,,
selected,1111640.java,57,74,3,T,,,
selected,756989.java,34,43,,F,,,
selected,1000320.java,32,41,,F,,,
selected,368555.java,22,33,,F,,,
selected,478016.java,97,163,3,T,,,
sample,BubbleSort.java,21,37,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,2076076.java,687,704,,F,,,
selected,2076076.java,715,736,,F,,,
selected,2076076.java,752,769,,F,,,
selected,475822.java,17,25,,F,,,
selected,671771.java,148,182,,F,,,
selected,2707547.java,148,182,,F,,,
selected,253895.java,110,144,,F,,,
selected,411336.java,632,651,3,T,,,
selected,1771786.java,220,239,3,T,,,
sample,BubbleSort.java,183,199,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,307350.java,22,36,3,T,,,
selected,2474941.java,356,378,3,T,,,
selected,116754.java,14,25,3,T,,,
default,6459.java,58,74,3,T,,,
default,61517.java,58,74,3,T,,,
default,102270.java,58,74,3,T,,,
selected,1997351.java,31,40,,F,,,
selected,649327.java,21,31,,F,,,
selected,2467194.java,201,216,3,T,,,
sample,CopyDirectoryTree.java,30,44,Q,,,,
selected,1797982.java,316,335,,F,,,
selected,1797982.java,337,345,,F,,,
selected,143252.java,52,141,,F,,,
selected,648000.java,315,328,,F,,,
selected,1526561.java,65,163,,F,,,
selected,365422.java,613,625,,F,,,
selected,2067491.java,1546,1559,,F,,,
selected,331400.java,83,95,,F,,,
selected,11266.java,22,33,,F,,,
selected,511144.java,258,263,,F,,,
sample,WritePDF.java,14,29,Q,,,,
selected,299462.java,49,54,,F,,,
selected,594733.java,10,20,,F,,,
selected,1867806.java,11,25,,F,,,
selected,403655.java,50,57,,F,,,
selected,1284622.java,764,784,,F,,,
selected,2300670.java,87,99,,F,,,
selected,1453522.java,57,70,,F,,,
selected,2064178.java,39,44,,F,,,
selected,1949214.java,58,63,,F,,,
selected,418413.java,62,68,,F,,,
sample,ParseXML2Dom.java,17,34,Q,,,,
selected,2512922.java,273,281,,F,,,
selected,710074.java,24,34,,F,,,
selected,561620.java,189,197,,F,,,
selected,1440227.java,346,356,,F,,,
selected,1440227.java,317,327,,F,,,
selected,1321586.java,27,37,,F,,,
selected,1755186.java,33,44,,F,,,
selected,1728717.java,40,49,,F,,,
selected,275786.java,98,107,,F,,,
selected,1741194.java,311,318,,F,,,
sample,CreateRSAKeys.java,27,32,Q,,,,
selected,762454.java,15,24,,F,,,
selected,104234.java,21,30,,F,,,
selected,1080527.java,80,89,,F,,,
selected,579661.java,84,89,,F,,,
selected,892229.java,111,118,,F,,,
selected,1022819.java,20,36,,F,,,
selected,1428220.java,31,37,,F,,,
selected,1788338.java,14,21,,F,,,
selected,1264849.java,85,95,,F,,,
selected,1122786.java,74,84,,F,,,
sample,FTP_FTP4J_Samples.java,22,27,Q,,,,
selected,1919649.java,42,48,,F,,,
selected,1601937.java,44,49,,F,,,
selected,756989.java,34,43,,F,,,
selected,1000320.java,32,41,,F,,,
selected,56882.java,440,445,,F,,,
selected,56882.java,712,718,,F,,,
selected,1999719.java,44,61,,F,,,
selected,1934907.java,265,282,,F,,,
selected,1358269.java,77,94,,F,,,
selected,257170.java,221,231,,F,,,
sample,LoadFont.java,21,26,Q,,,,
selected,1978177.java,93,102,,F,,,
selected,169000.java,223,232,,F,,,
selected,1238225.java,19,33,,F,,,
selected,383097.java,247,269,,F,,,
selected,2042522.java,74,80,,F,,,
selected,1925370.java,74,80,,F,,,
selected,1846343.java,89,101,3,T,,,
selected,2235649.java,127,134,,F,,,
selected,2321965.java,91,108,,F,,,
selected,2632627.java,23,40,,F,,,
sample,LoadFileIntoByteArray.java,7,23,Q,,,,
selected,641107.java,159,169,,F,,,
selected,1171750.java,56,66,,F,,,
selected,1454702.java,64,72,,F,,,
selected,659931.java,24,35,,F,,,
selected,1461318.java,20,31,,F,,,
selected,946331.java,43,51,,F,,,
selected,946331.java,82,90,,F,,,
selected,1461318.java,49,58,,F,,,
selected,882703.java,49,66,,F,,,
selected,1567283.java,24,38,,F,,,
sample,CopyFileSamples.java,63,69,Q,,,,
selected,717736.java,132,138,3,T,,,
selected,361894.java,107,113,,F,,,
selected,424829.java,21,29,,F,,,
selected,1027339.java,56,63,,F,,,
selected,630556.java,94,101,,F,,,
selected,1214091.java,7,14,,F,,,
selected,1820231.java,486,493,,F,,,
selected,2369197.java,131,137,,F,,,
selected,1145562.java,97,103,,F,,,
selected,1586896.java,15,21,,F,,,
sample,BubbleSort.java,165,181,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,2076076.java,687,704,,F,,,
selected,2076076.java,715,736,,F,,,
selected,2076076.java,752,769,,F,,,
selected,475822.java,17,25,,F,,,
selected,411336.java,632,651,3,T,,,
selected,1771786.java,220,239,3,T,,,
selected,1219912.java,39,59,3,T,,,
selected,671771.java,148,182,,F,,,
selected,2707547.java,148,182,,F,,,
sample,DBUpdateAndRollback.java,31,50,Q,,,,
selected,2066747.java,28,46,,F,,,
selected,1441774.java,294,304,,F,,,
selected,1227746.java,814,821,,F,,,
selected,2532793.java,73,103,,F,,,
selected,415463.java,99,112,,F,,,
selected,1659856.java,464,485,,F,,,
selected,113158.java,54,66,,F,,,
selected,1824628.java,56,68,,F,,,
selected,139898.java,56,68,,F,,,
selected,1824628.java,70,77,,F,,,
sample,BinarySearch.java,6,17,Q,,,,
selected,2663331.java,292,299,,F,,,
selected,1256273.java,23,32,3,T,,,
default,103246.java,20,26,,F,,,
sample,BinarySearch.java,32,46,3,T,,,
sample,BinarySearch.java,48,61,3,T,,,
default,11153.java,52,65,3,T,,,
selected,108362.java,260,267,,F,,,
selected,735944.java,21,33,3,T,,,
selected,1349709.java,75,81,,F,,,
selected,2590672.java,180,187,3,T,,,
sample,BubbleSort.java,39,55,Q,,,,
selected,2267313.java,7,20,,F,,,
selected,307350.java,22,36,3,T,,,
selected,2474941.java,356,378,3,T,,,
selected,116754.java,14,25,3,T,,,
default,6459.java,58,74,3,T,,,
default,61517.java,58,74,3,T,,,
default,102270.java,58,74,3,T,,,
selected,1997351.java,31,40,,F,,,
selected,649327.java,21,31,,F,,,
selected,2467194.java,201,216,3,T,,,
sample,CRC32FileChecksum.java,11,20,Q,,,,
selected,2089577.java,183,191,,F,,,
selected,1055991.java,179,187,,F,,,
selected,469190.java,64,72,,F,,,
