selected,1096536.java,56,67,,F,,
selected,1085044.java,118,131,,F,,
selected,948300.java,45,55,,F,,
selected,2650037.java,34,51,,F,,
sample,BubbleSort.java,219,236,Q,,,
selected,260759.java,19,33,,F,,
selected,260759.java,44,60,,F,,
default,54157.java,23,32,,F,,
selected,161563.java,16,40,3,T,,
selected,545572.java,310,325,,F,,
selected,715817.java,1,34,,F,,
selected,233789.java,1,34,,F,,
selected,2085965.java,27,32,,F,,
selected,300049.java,12,20,,F,,
selected,347585.java,97,117,,F,,
sample,GCD.java,36,42,Q,,,
selected,814007.java,61,67,3,T,,
selected,618936.java,13,19,,F,,
selected,2705721.java,7,13,3,T,,
selected,334423.java,134,140,,F,,
selected,1242414.java,52,58,3,T,,
selected,1146472.java,98,107,,F,,
selected,734110.java,16,25,,F,,
selected,1110288.java,74,86,,F,,
selected,637463.java,132,139,,F,,
selected,995447.java,100,106,,F,,
sample,CopyFileSamples.java,18,36,Q,,,
selected,332157.java,445,471,,F,,
selected,2715363.java,24,48,3,T,,
selected,1198207.java,184,211,,F,,
selected,2484283.java,80,91,3,T,,
selected,2403960.java,34,49,3,T,,
selected,487627.java,500,514,3,T,,
selected,115970.java,33,56,3,T,,
default,63982.java,30,56,,F,,
selected,2395221.java,249,273,3,T,,
selected,287544.java,437,447,3,T,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,Q,,,
selected,756989.java,34,43,,F,,
selected,1000320.java,32,41,,F,,
selected,1390962.java,42,47,,F,,
selected,1111640.java,57,74,3,T,,
selected,268533.java,34,41,3,T,,
selected,478016.java,97,163,3,T,,
selected,305499.java,19,27,3,T,,
selected,2422816.java,58,79,3,T,,
selected,697953.java,176,184,3,T,,
selected,1265593.java,53,59,3,T,,
sample,BubbleSort.java,3,19,Q,,,
selected,2267313.java,7,20,,F,,
selected,169026.java,1,213,,F,,
selected,649327.java,21,31,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,752,769,,F,,
selected,347585.java,97,117,,F,,
selected,2076076.java,687,704,,F,,
selected,161563.java,16,40,3,T,,
selected,606287.java,364,372,,F,,
selected,1433567.java,364,372,,F,,
sample,DBUpdateAndRollback.java,10,29,Q,,,
selected,1414304.java,462,514,3,T,,
selected,165777.java,176,211,,F,,
selected,1676119.java,33,43,,F,,
selected,1666411.java,252,270,,F,,
selected,1794978.java,86,127,3,T,,
selected,2399678.java,135,162,3,T,,
selected,2115903.java,117,160,,F,,
selected,1949771.java,355,388,3,T,,
selected,1080768.java,79,115,,F,,
selected,1286552.java,14,42,,F,,
sample,ConnectToDatabaseJDBC.java,21,26,Q,,,
selected,948300.java,45,55,,F,,
selected,2005747.java,164,181,,F,,
selected,1060340.java,135,141,,F,,
selected,1085044.java,118,131,,F,,
selected,1999296.java,53,61,,F,,
selected,1229395.java,46,77,,F,,
selected,694563.java,61,74,,F,,
default,76371.java,116,130,,F,,
selected,384059.java,245,263,,F,,
selected,1698883.java,49,60,,F,,
sample,CallMethodUsingReflection.java,8,18,Q,,,
selected,292916.java,119,131,,F,,
selected,1136217.java,128,140,,F,,
selected,2567805.java,268,275,,F,,
selected,1716707.java,268,275,,F,,
selected,2535564.java,17,35,,F,,
selected,861370.java,633,642,,F,,
selected,2378252.java,38,67,,F,,
selected,1084403.java,341,346,,F,,
selected,1087705.java,176,181,,F,,
selected,2252655.java,73,81,,F,,
sample,BubbleSort.java,147,163,Q,,,
selected,2267313.java,7,20,,F,,
selected,169026.java,1,213,,F,,
selected,649327.java,21,31,,F,,
selected,2076076.java,752,769,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,687,704,,F,,
selected,347585.java,97,117,,F,,
selected,161563.java,16,40,3,T,,
selected,606287.java,364,372,,F,,
selected,1433567.java,364,372,,F,,
sample,CallMethodUsingReflection.java,20,26,Q,,,
selected,2567805.java,268,275,,F,,
selected,1716707.java,268,275,,F,,
selected,829101.java,144,152,,F,,
selected,1648080.java,149,157,,F,,
selected,1087705.java,176,181,,F,,
selected,1998060.java,137,142,,F,,
selected,695514.java,110,120,,F,,
selected,2378252.java,38,67,,F,,
selected,861370.java,633,642,,F,,
selected,1084403.java,341,346,,F,,
sample,BubbleSort.java,111,127,Q,,,
selected,2267313.java,7,20,,F,,
selected,169026.java,1,213,,F,,
selected,649327.java,21,31,,F,,
selected,2076076.java,752,769,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,687,704,,F,,
selected,347585.java,97,117,,F,,
selected,161563.java,16,40,3,T,,
selected,1631399.java,1,1584,,F,,
selected,606287.java,364,372,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,Q,,,
selected,756989.java,34,43,,F,,
selected,1000320.java,32,41,,F,,
selected,1111640.java,57,74,3,T,,
selected,872169.java,52,60,3,T,,
selected,478016.java,97,163,3,T,,
selected,468123.java,55,67,3,T,,
selected,1645850.java,36,72,,F,,
selected,347068.java,384,420,3,T,,
selected,19013.java,74,94,3,T,,
selected,473377.java,89,94,,F,,
sample,OpenFileInDesktopApp.java,7,14,Q,,,
selected,2499659.java,458,471,3,T,,
selected,341410.java,75,82,,F,,
selected,1731967.java,72,79,,F,,
selected,2499659.java,431,449,,F,,
selected,630249.java,88,94,,F,,
selected,269423.java,64,73,,F,,
selected,678037.java,106,112,,F,,
selected,2276754.java,205,211,,F,,
selected,2276754.java,221,227,,F,,
selected,2108096.java,115,127,,F,,
sample,DeleteFolderRecursively.java,20,51,Q,,,
sample,DeleteFolderRecursively.java,29,37,,F,,
selected,1526561.java,65,163,,F,,
selected,143252.java,52,141,,F,,
selected,619765.java,219,242,,F,,
selected,619765.java,350,373,,F,,
selected,1364671.java,53,66,,F,,
selected,2449809.java,54,67,,F,,
selected,11266.java,22,33,,F,,
selected,2067491.java,1459,1523,,F,,
selected,932951.java,84,89,,F,,
sample,PlaySound.java,29,44,Q,,,
selected,2506173.java,270,295,,F,,
selected,1186423.java,264,298,,F,,
default,72681.java,34,66,,F,,
default,115663.java,34,66,,F,,
selected,773534.java,148,163,,F,,
selected,2370516.java,18,25,,F,,
selected,555125.java,429,464,,F,,
selected,1301197.java,93,116,,F,,
selected,1301197.java,138,161,,F,,
selected,569075.java,836,884,,F,,
sample,DownloadWebpage.java,55,67,Q,,,
selected,1559691.java,279,314,,F,,
selected,1204913.java,43,78,,F,,
selected,2007908.java,49,79,,F,,
selected,1559691.java,234,271,,F,,
selected,1232619.java,113,136,,F,,
selected,2257776.java,77,118,,F,,
selected,2257776.java,127,168,,F,,
selected,1212534.java,50,117,,F,,
selected,1158095.java,223,254,,F,,
selected,744046.java,37,44,,F,,
sample,BubbleSort.java,129,145,Q,,,
selected,2267313.java,7,20,,F,,
selected,2076076.java,687,704,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,752,769,,F,,
selected,475822.java,17,25,,F,,
selected,1448277.java,223,232,,F,,
selected,671771.java,148,182,,F,,
selected,2707547.java,148,182,,F,,
selected,253895.java,110,144,,F,,
selected,1434066.java,204,247,,F,,
sample,DeleteFolderRecursively.java,11,17,Q,,,
selected,328405.java,43,57,,F,,
selected,706450.java,884,899,,F,,
selected,2213889.java,563,570,,F,,
selected,1688266.java,7,14,,F,,
selected,2728493.java,64,69,3,T,,
selected,212340.java,155,160,,F,,
selected,765493.java,90,96,,F,,
selected,2633880.java,22,32,,F,,
selected,2722241.java,78,85,,F,,
selected,1636707.java,215,220,3,T,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,Q,,,
selected,1111640.java,57,74,3,T,,
selected,756989.java,34,43,,F,,
selected,1000320.java,32,41,,F,,
selected,478016.java,97,163,3,T,,
selected,468123.java,55,67,3,T,,
selected,872169.java,52,60,3,T,,
selected,268533.java,34,41,3,T,,
selected,19013.java,74,94,3,T,,
selected,305499.java,19,27,3,T,,
selected,675051.java,170,202,,F,,
sample,BubbleSort.java,21,37,Q,,,
selected,2267313.java,7,20,,F,,
selected,2076076.java,687,704,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,752,769,,F,,
selected,475822.java,17,25,,F,,
selected,1448277.java,223,232,,F,,
selected,671771.java,148,182,,F,,
selected,2707547.java,148,182,,F,,
selected,253895.java,110,144,,F,,
selected,260759.java,19,33,,F,,
sample,BubbleSort.java,183,199,Q,,,
selected,2267313.java,7,20,,F,,
selected,169026.java,1,213,,F,,
selected,649327.java,21,31,,F,,
selected,347585.java,97,117,,F,,
selected,2076076.java,752,769,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,687,704,,F,,
selected,161563.java,16,40,3,T,,
selected,606287.java,364,372,,F,,
selected,1433567.java,364,372,,F,,
sample,CopyDirectoryTree.java,30,44,Q,,,
selected,1797982.java,316,335,,F,,
selected,1797982.java,337,345,,F,,
selected,143252.java,52,141,,F,,
selected,1526561.java,65,163,,F,,
selected,365422.java,613,625,,F,,
selected,331400.java,83,95,,F,,
selected,11266.java,22,33,,F,,
selected,2067491.java,1546,1559,,F,,
selected,511144.java,258,263,,F,,
selected,2407426.java,132,141,,F,,
sample,WritePDF.java,14,29,Q,,,
selected,1081456.java,47,62,3,T,,
selected,1509455.java,14,27,,F,,
selected,1409499.java,15,30,,F,,
selected,361996.java,12,24,3,T,,
selected,1683502.java,37,44,,F,,
selected,1682247.java,16,24,,F,,
selected,299462.java,49,54,,F,,
selected,2064178.java,39,44,,F,,
selected,1949214.java,58,63,,F,,
selected,318082.java,46,103,,F,,
sample,ParseXML2Dom.java,17,34,Q,,,
selected,1440227.java,346,356,,F,,
selected,1440227.java,317,327,,F,,
selected,2512922.java,273,281,,F,,
selected,561620.java,189,197,,F,,
selected,2697525.java,218,231,,F,,
selected,1741194.java,311,318,,F,,
selected,710074.java,24,34,,F,,
selected,1728717.java,40,49,,F,,
selected,1264504.java,539,562,,F,,
selected,275786.java,98,107,,F,,
sample,CreateRSAKeys.java,27,32,Q,,,
selected,1022819.java,20,36,,F,,
selected,892229.java,111,118,,F,,
selected,485664.java,18,27,,F,,
selected,1922613.java,26,35,,F,,
selected,1521863.java,79,88,,F,,
selected,2251615.java,31,44,3,T,,
selected,2184555.java,713,725,,F,,
selected,1017210.java,136,142,,F,,
selected,1893609.java,55,65,,F,,
selected,990645.java,183,193,,F,,
sample,FTP_FTP4J_Samples.java,22,27,Q,,,
selected,756989.java,34,43,,F,,
selected,1000320.java,32,41,,F,,
selected,1919649.java,42,48,,F,,
selected,1111640.java,57,74,3,T,,
selected,2069789.java,92,117,3,T,,
selected,2032756.java,62,82,3,T,,
selected,1601937.java,44,49,,F,,
selected,773267.java,44,58,3,T,,
selected,617041.java,40,50,,F,,
selected,257170.java,97,111,,F,,
sample,LoadFont.java,21,26,Q,,,
selected,1846343.java,89,101,3,T,,
selected,1238225.java,19,33,,F,,
selected,1978177.java,93,102,,F,,
selected,169000.java,223,232,,F,,
selected,2134614.java,720,734,,F,,
selected,2133515.java,723,737,,F,,
selected,2028053.java,21,43,,F,,
selected,1634341.java,20,44,,F,,
selected,1336753.java,35,57,,F,,
selected,2351939.java,56,61,,F,,
sample,LoadFileIntoByteArray.java,7,23,Q,,,
selected,1567283.java,24,38,,F,,
selected,1567283.java,40,51,,F,,
selected,1436027.java,61,73,,F,,
selected,2014369.java,61,79,,F,,
selected,1567906.java,53,63,,F,,
selected,1072929.java,112,124,,F,,
selected,2086636.java,92,103,,F,,
selected,2715890.java,86,94,,F,,
selected,651626.java,37,72,,F,,
selected,1793093.java,151,170,,F,,
sample,CopyFileSamples.java,63,69,Q,,,
selected,424829.java,21,29,,F,,
selected,630556.java,94,101,,F,,
selected,1214091.java,7,14,,F,,
selected,1027339.java,56,63,,F,,
selected,1820231.java,486,493,,F,,
selected,1586896.java,15,21,,F,,
selected,361894.java,107,113,,F,,
selected,1740735.java,449,455,,F,,
selected,547074.java,7,13,,F,,
selected,1783453.java,23,29,,F,,
sample,BubbleSort.java,165,181,Q,,,
selected,2267313.java,7,20,,F,,
selected,2076076.java,687,704,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,752,769,,F,,
selected,475822.java,17,25,,F,,
selected,1448277.java,223,232,,F,,
selected,671771.java,148,182,,F,,
selected,2707547.java,148,182,,F,,
selected,253895.java,110,144,,F,,
selected,1434066.java,204,247,,F,,
sample,DBUpdateAndRollback.java,31,50,Q,,,
selected,1943837.java,403,428,,F,,
selected,1441774.java,294,304,,F,,
selected,2066747.java,28,46,,F,,
selected,625479.java,354,375,,F,,
selected,1770889.java,42,59,3,T,,
default,47346.java,72,88,,F,,
selected,557850.java,265,279,,F,,
selected,2330749.java,70,93,3,T,,
default,37153.java,9,44,3,T,,
default,112585.java,9,44,3,T,,
sample,BinarySearch.java,6,17,Q,,,
sample,BinarySearch.java,32,46,3,T,,
sample,BinarySearch.java,48,61,3,T,,
default,103246.java,20,26,,F,,
default,11153.java,52,65,3,T,,
selected,2663331.java,292,299,,F,,
selected,1256273.java,23,32,3,T,,
selected,108362.java,260,267,,F,,
selected,735944.java,21,33,3,T,,
selected,2590672.java,180,187,3,T,,
selected,233869.java,178,185,,F,,
sample,BubbleSort.java,39,55,Q,,,
selected,2267313.java,7,20,,F,,
selected,169026.java,1,213,,F,,
selected,649327.java,21,31,,F,,
selected,2076076.java,752,769,,F,,
selected,2076076.java,715,736,,F,,
selected,2076076.java,687,704,,F,,
selected,347585.java,97,117,,F,,
selected,819077.java,786,794,,F,,
selected,161563.java,16,40,3,T,,
selected,606287.java,364,372,,F,,
sample,CRC32FileChecksum.java,11,20,Q,,,
selected,2089577.java,183,191,,F,,
selected,1055991.java,179,187,,F,,
selected,469190.java,64,72,,F,,
selected,2509955.java,118,127,,F,,
selected,2394388.java,119,128,,F,,
selected,2297513.java,46,55,,F,,
selected,2022164.java,132,141,,F,,
selected,1487492.java,582,591,,F,,
selected,1163416.java,729,738,,F,,
selected,882678.java,164,176,,F,,
sample,ExtactUsingRegex.java,9,17,Q,,,
selected,1934943.java,125,136,,F,,
selected,991621.java,28,35,,F,,
selected,2681488.java,111,118,,F,,
selected,2123309.java,51,56,,F,,
selected,1556428.java,65,74,,F,,
selected,2569421.java,57,70,,F,,
selected,156156.java,58,66,,F,,
selected,156156.java,48,56,,F,,
selected,2120818.java,174,185,,F,,
selected,1355913.java,64,85,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,Q,,,
selected,1450277.java,76,125,,F,,
selected,270495.java,52,95,,F,,
selected,2196152.java,55,98,,F,,
selected,1882302.java,50,55,,F,,
selected,305499.java,19,27,3,T,,
selected,1120436.java,19,25,3,T,,
selected,1382999.java,126,136,,F,,
selected,2422816.java,58,79,3,T,,
selected,756989.java,34,43,,F,,
selected,1000320.java,32,41,,F,,
sample,BinarySearch.java,19,30,Q,,,
sample,BinarySearch.java,32,46,3,T,,
sample,BinarySearch.java,48,61,3,T,,
selected,2663331.java,292,299,,F,,
selected,2187105.java,78,83,,F,,
default,11153.java,52,65,3,T,,
selected,1070556.java,41,48,,F,,
selected,1259181.java,292,306,,F,,
selected,1539806.java,481,489,,F,,
selected,1539806.java,446,454,,F,,
selected,1539806.java,341,349,,F,,
sample,ExecuteExternalProcessAndReadInput.java,10,36,Q,,,
sample,ExecuteExternalProcessAndReadInput.java,38,54,3,T,,
selected,1248946.java,407,421,,F,,
selected,565925.java,354,360,,F,,
selected,2633850.java,77,98,,F,,
selected,1241379.java,74,81,,F,,
selected,428040.java,275,287,,F,,
selected,518937.java,99,127,,F,,
selected,917990.java,213,230,,F,,
selected,2258797.java,214,231,,F,,
selected,1775218.java,92,106,,F,,
sample,getMACAddresInStandardForm.java,27,39,Q,,,
selected,2706991.java,10,33,,F,,
selected,440776.java,307,356,3,T,,
selected,1125396.java,101,153,3,T,,
selected,460998.java,14,42,,F,,
selected,2134731.java,18,35,,F,,
selected,2365758.java,14,26,,F,,
selected,1964126.java,26,53,3,T,,
selected,16202.java,1071,1109,,F,,
selected,1518347.java,13,30,,F,,
selected,124638.java,130,142,,F,,
sample,ShuffleArrayInPlace.java,16,32,Q,,,
selected,2419101.java,319,334,,F,,
selected,638635.java,37,47,,F,,
selected,1918975.java,140,158,,F,,
selected,88698.java,153,160,,F,,
selected,26235.java,99,125,3,T,,
selected,895934.java,7,15,,F,,
selected,950242.java,399,415,,F,,
selected,1625152.java,400,416,,F,,
selected,2025918.java,36,63,,F,,
selected,2186445.java,383,404,,F,,
sample,CallMethodUsingReflection.java,28,45,Q,,,
selected,2107756.java,57,90,,F,,
selected,1387350.java,99,104,,F,,
selected,645218.java,443,461,,F,,
selected,645218.java,411,428,,F,,
