selected,8051.java,116,130,,F,,
default,92790.java,12,34,,F,,
default,67090.java,12,34,,F,,
default,124459.java,12,34,,F,,
selected,2494751.java,148,180,,F,,
selected,1193513.java,602,609,,F,,
selected,2346157.java,107,116,,F,,
default,50840.java,37,62,,F,,
default,24108.java,37,62,,F,,
default,12826.java,37,62,,F,,
default,10998.java,37,62,,F,,
sample,OpenURLInSystemBrowser.java,8,15,Q,,,
selected,1729509.java,25,31,,F,,
selected,254329.java,26,34,,F,,
selected,2209101.java,42,48,,F,,
selected,916583.java,1126,1132,,F,,
selected,916583.java,1107,1113,,F,,
selected,2704461.java,92,100,,F,,
selected,1170752.java,27,33,,F,,
selected,2741229.java,31,37,,F,,
selected,1807683.java,17,26,,F,,
selected,30788.java,131,137,,F,,
selected,2722831.java,29,35,,F,,
selected,2530789.java,528,534,,F,,
selected,1964599.java,30,36,,F,,
selected,1764816.java,27,33,,F,,
selected,1315254.java,52,58,,F,,
sample,getMACAddresInStandardForm.java,9,25,Q,,,
selected,2215270.java,20,32,,F,,
selected,481531.java,147,1247,,F,,
selected,753424.java,1,1221,,F,,
default,95914.java,41,288,,F,,
selected,2427937.java,51,107,,F,,
selected,541838.java,33,168,,F,,
selected,2635904.java,125,145,,F,,
selected,1497921.java,33,168,,F,,
selected,2635904.java,65,90,,F,,
selected,500241.java,30,173,,F,,
selected,949998.java,39,170,,F,,
selected,1023830.java,110,216,,F,,
selected,2131118.java,153,226,,F,,
selected,2527704.java,51,113,,F,,
default,51742.java,577,784,,F,,
sample,CopyFileSamples.java,42,53,Q,,,
selected,527910.java,61,70,,F,,
selected,1401753.java,62,70,,F,,
selected,1333808.java,63,71,,F,,
selected,626769.java,106,115,,F,,
selected,99800.java,125,133,,F,,
selected,1815496.java,69,77,,F,,
selected,331236.java,460,470,,F,,
selected,135261.java,23,33,,F,,
selected,527910.java,72,79,,F,,
selected,1411785.java,40,49,,F,,
selected,2297310.java,129,141,,F,,
selected,263273.java,209,218,,F,,
selected,1411785.java,62,71,,F,,
selected,860620.java,9,17,,F,,
selected,451969.java,59,67,,F,,
sample,UnZip.java,3,44,Q,,,
selected,1948328.java,573,587,,F,,
selected,561870.java,98,104,,F,,
selected,1317737.java,132,138,,F,,
selected,1089358.java,127,133,,F,,
selected,2143514.java,58,65,,F,,
selected,1055000.java,150,156,,F,,
selected,1788504.java,60,67,,F,,
selected,2718490.java,257,263,,F,,
selected,879073.java,246,253,,F,,
selected,490227.java,240,247,,F,,
selected,2475322.java,104,111,,F,,
selected,2342824.java,108,115,,F,,
selected,2279984.java,111,118,,F,,
selected,2028279.java,567,574,,F,,
selected,18415.java,116,123,,F,,
sample,FileChooser.java,67,94,Q,,,
selected,1639071.java,1,508,,F,,
selected,2176924.java,1,998,,F,,
default,56669.java,1,1867,,F,,
default,53048.java,1,1864,,F,,
default,49293.java,1,1864,,F,,
default,47704.java,1,1791,,F,,
default,100972.java,1,1780,,F,,
selected,583209.java,83,121,,F,,
selected,1109192.java,384,444,,F,,
selected,2602497.java,689,715,,F,,
selected,202625.java,325,376,,F,,
selected,700652.java,97,118,,F,,
selected,202625.java,189,233,,F,,
selected,1109192.java,274,319,,F,,
selected,1307654.java,392,444,,F,,
sample,ShuffleArrayInPlace.java,34,48,Q,,,
selected,273852.java,891,898,3,T,,
selected,1821592.java,891,898,3,T,,
selected,1331053.java,142,149,,F,,
selected,82488.java,570,577,,F,,
selected,358857.java,174,182,3,T,,
selected,2616037.java,536,544,,F,,
selected,2536122.java,105,113,,F,,
selected,1783419.java,105,113,,F,,
selected,1645033.java,567,575,,F,,
selected,1645033.java,554,562,,F,,
selected,1401999.java,105,113,,F,,
selected,658940.java,127,134,,F,,
selected,51457.java,184,191,,F,,
selected,408464.java,48,58,,F,,
selected,658940.java,136,143,,F,,
sample,MD5.java,2,11,Q,,,
default,41392.java,1,544,,F,,
selected,417100.java,39,45,,F,,
selected,2744142.java,35,41,,F,,
selected,1297967.java,189,194,,F,,
selected,2275751.java,40,45,,F,,
selected,771470.java,1,451,,F,,
selected,1958253.java,30,36,,F,,
selected,2277558.java,1,1242,,F,,
selected,2621035.java,43,52,,F,,
selected,2714802.java,1,761,,F,,
selected,1020056.java,237,246,,F,,
selected,372279.java,147,157,,F,,
selected,2731589.java,147,157,,F,,
selected,1995633.java,147,157,,F,,
selected,1554560.java,106,116,,F,,
sample,SendEMail.java,15,48,Q,,,
selected,947554.java,1,250,,F,,
selected,2131717.java,82,589,,F,,
selected,1065579.java,131,141,,F,,
selected,1083341.java,1,1376,,F,,
selected,1313481.java,7,17,,F,,
selected,467996.java,143,1377,,F,,
selected,467996.java,943,988,,F,,
selected,1498836.java,32,184,,F,,
selected,1926418.java,28,65,,F,,
selected,2019667.java,69,916,,F,,
selected,1458092.java,25,68,,F,,
selected,2227933.java,1,871,,F,,
selected,957664.java,28,66,,F,,
selected,367454.java,28,353,,F,,
selected,2671033.java,81,392,,F,,
sample,ConnectToDatabaseJDBC.java,8,20,Q,,,
selected,35719.java,89,98,,F,,
selected,51082.java,33,45,,F,,
selected,948300.java,45,55,,F,,
selected,369319.java,252,264,,F,,
selected,1994909.java,175,183,,F,,
selected,278064.java,157,164,,F,,
selected,1539782.java,119,129,,F,,
selected,1408592.java,60,96,,F,,
selected,894538.java,65,70,,F,,
selected,816223.java,1099,1106,,F,,
default,112095.java,164,174,,F,,
selected,177206.java,408,434,,F,,
selected,156670.java,18,23,,F,,
selected,854978.java,95,101,,F,,
selected,2669945.java,20,33,,F,,
sample,BubbleSort.java,219,236,Q,,,
selected,260759.java,19,33,,F,,
selected,260759.java,44,60,,F,,
selected,2589151.java,23,36,,F,,
selected,1872351.java,5,18,3,T,CR,** good example of T3
selected,2081523.java,364,380,,F,,
selected,1744564.java,364,380,,F,,
selected,2060848.java,59,72,,F,,
selected,2103108.java,145,163,,F,,
selected,2684449.java,388,401,,F,,
selected,97366.java,40,56,3,T,,
selected,2168181.java,96,130,,F,,
selected,158097.java,190,220,,F,,
selected,1681937.java,11,24,,F,,
selected,545572.java,310,325,,F,,
selected,2541059.java,57,78,,F,,
sample,GCD.java,36,42,Q,,,
selected,1146472.java,98,107,,F,,
selected,2738522.java,32,37,,F,,
selected,807334.java,15,23,,F,,
selected,147544.java,185,193,,F,,
selected,2269123.java,193,199,,F,,
selected,1270757.java,206,212,,F,,
selected,453383.java,47,53,,F,,
selected,1826147.java,14,25,,F,,
selected,734110.java,16,25,,F,,
selected,1791978.java,13,22,,F,,
selected,1156603.java,75,88,,F,,
selected,2690812.java,148,162,,F,,
selected,1517928.java,7,16,,F,,
selected,1110288.java,60,72,,F,,
selected,1110288.java,74,86,,F,,
sample,CopyFileSamples.java,18,36,Q,,,
selected,1759286.java,353,376,,F,,
selected,1784471.java,98,113,,F,,
selected,2391950.java,63,71,,F,,
selected,1016408.java,63,71,,F,,
selected,1065583.java,595,612,,F,,
selected,1487013.java,333,339,,F,,
selected,1198207.java,112,140,,F,,
selected,2263043.java,154,170,,F,,
selected,2451225.java,102,131,,F,,
selected,785807.java,55,62,,F,,
selected,1340265.java,192,212,,F,,
selected,332157.java,445,471,,F,,
selected,1198207.java,184,211,,F,,
selected,2226919.java,65,71,,F,,
selected,600671.java,36,55,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,Q,,,
selected,1390962.java,42,47,,F,,
selected,1247809.java,311,318,,F,,
selected,1795159.java,40,45,,F,,
selected,938616.java,61,69,,F,,
selected,292657.java,82,94,,F,,
selected,1258162.java,94,104,,F,,
selected,1767459.java,95,107,,F,,
selected,760230.java,136,144,,F,,
selected,1611010.java,66,73,,F,,
selected,479139.java,96,101,,F,,
selected,833375.java,26,34,,F,,
selected,371789.java,130,141,,F,,
selected,360262.java,130,141,,F,,
selected,371789.java,284,296,,F,,
selected,360262.java,284,296,,F,,
sample,BubbleSort.java,3,19,Q,,,
default,6459.java,58,74,3,T,,
default,61517.java,58,74,3,T,,
default,102270.java,58,74,3,T,,
selected,2467194.java,201,216,3,T,,
selected,297970.java,84,102,,F,,
selected,12404.java,62,76,3,T,,
selected,1465507.java,293,310,,F,,
selected,1316327.java,285,302,,F,,
selected,2076076.java,752,769,,F,,
selected,2474941.java,356,378,3,T,,
selected,1695775.java,96,110,3,T,,
selected,2343688.java,174,187,,F,,
selected,2193461.java,29,60,3,T,,
default,98341.java,3,22,3,T,,
default,81170.java,3,22,3,T,,
sample,DBUpdateAndRollback.java,10,29,Q,,,
selected,1366145.java,76,87,,F,,
selected,718889.java,331,336,,F,,
selected,2654573.java,977,993,,F,,
selected,1511047.java,26,72,,F,,
selected,1508925.java,30,76,,F,,
default,118661.java,387,398,,F,,
default,118661.java,400,411,,F,,
selected,1021113.java,26,61,,F,,
selected,1750563.java,36,76,,F,,
selected,2158372.java,147,157,,F,,
selected,779541.java,50,63,,F,,
selected,242914.java,412,427,,F,,
selected,1389351.java,8,18,,F,,
selected,1441966.java,223,233,,F,,
selected,2626110.java,66,87,,F,,
sample,ConnectToDatabaseJDBC.java,21,26,Q,,,
selected,35719.java,89,98,,F,,
selected,688459.java,1406,1425,,F,,
selected,1994909.java,175,183,,F,,
selected,948300.java,45,55,,F,,
selected,894538.java,65,70,,F,,
selected,51082.java,33,45,,F,,
selected,816223.java,1099,1106,,F,,
selected,986727.java,222,227,,F,,
selected,2168668.java,60,71,,F,,
selected,1206408.java,184,192,,F,,
selected,770763.java,81,86,,F,,
selected,986727.java,229,234,,F,,
default,3666.java,12,26,,F,,
selected,854978.java,95,101,,F,,
selected,967532.java,131,141,,F,,
sample,CallMethodUsingReflection.java,8,18,Q,,,
selected,829101.java,144,152,3,T,CR,**
selected,1648080.java,149,157,3,T,CR,**
selected,100032.java,268,278,,F,,
selected,2586991.java,15,27,,F,,
selected,782418.java,11,26,,F,,
selected,2661012.java,165,176,,F,,
selected,312543.java,93,103,,F,,
selected,695514.java,110,120,3,T,CR,
selected,1246677.java,15,26,,F,,
selected,999900.java,36,46,,F,,
selected,2300994.java,40,52,,F,,
selected,1692803.java,20,42,,F,,
selected,313382.java,310,342,,F,,
selected,133328.java,546,579,,F,,
selected,576571.java,54,67,,F,,
sample,BubbleSort.java,147,163,Q,,,
default,6459.java,58,74,3,T,,
default,61517.java,58,74,3,T,,
default,102270.java,58,74,3,T,,
selected,2467194.java,201,216,3,T,,
selected,297970.java,84,102,,F,,
selected,12404.java,62,76,3,T,,
selected,2474941.java,356,378,3,T,,
selected,2076076.java,752,769,,F,,
selected,1465507.java,293,310,,F,,
selected,1316327.java,285,302,,F,,
selected,1695775.java,96,110,3,T,,
selected,2343688.java,174,187,,F,,
selected,2193461.java,29,60,3,T,,
default,98341.java,3,22,3,T,,
default,81170.java,3,22,3,T,,
sample,CallMethodUsingReflection.java,20,26,Q,,,
selected,986865.java,101,111,,F,,
selected,1087705.java,176,181,,F,,
selected,1657774.java,105,110,,F,,
selected,130864.java,48,53,,F,,
selected,1188786.java,48,53,,F,,
selected,2435150.java,29,34,,F,,
selected,1657774.java,87,92,,F,,
selected,296454.java,121,127,,F,,
selected,1387350.java,99,104,,F,,
selected,470958.java,11,17,,F,,
selected,394347.java,11,16,,F,,
selected,2526596.java,268,277,,F,,
default,84928.java,67,72,,F,,
selected,187538.java,15,20,,F,,
selected,100032.java,268,278,,F,,
sample,BubbleSort.java,111,127,Q,,,
default,6459.java,58,74,3,T,,
default,61517.java,58,74,3,T,,
default,102270.java,58,74,3,T,,
selected,2467194.java,201,216,3,T,,
selected,297970.java,84,102,,F,,
selected,12404.java,62,76,3,T,,
selected,2474941.java,356,378,3,T,,
selected,2076076.java,752,769,,F,,
selected,1465507.java,293,310,,F,,
selected,1316327.java,285,302,,F,,
selected,1695775.java,96,110,3,T,,
selected,2343688.java,174,187,,F,,
selected,2193461.java,29,60,3,T,,
default,98341.java,3,22,3,T,,
default,81170.java,3,22,3,T,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,Q,,,
selected,1390962.java,42,47,,F,,
selected,1541412.java,223,231,,F,,
default,78884.java,11,18,,F,,
selected,1290036.java,49,54,,F,,
selected,18336.java,45,53,,F,,
selected,2276562.java,79,84,,F,,
selected,2276562.java,72,77,,F,,
selected,1541412.java,263,268,,F,,
selected,1247809.java,311,318,,F,,
selected,1795159.java,40,45,,F,,
selected,938616.java,61,69,,F,,
selected,1767459.java,95,107,,F,,
selected,1371462.java,179,184,,F,,
selected,308853.java,128,136,,F,,
selected,2336167.java,226,233,,F,,
sample,OpenFileInDesktopApp.java,7,14,Q,,,
selected,916583.java,1145,1151,,F,,
selected,341410.java,75,82,,F,,
selected,1731967.java,72,79,,F,,
selected,2280995.java,174,181,,F,,
selected,1238651.java,167,174,,F,,
selected,572552.java,184,191,,F,,
selected,458297.java,184,191,,F,,
selected,2601787.java,183,190,,F,,
selected,2170843.java,231,238,,F,,
selected,1827326.java,184,191,,F,,
selected,1751683.java,265,272,,F,,
selected,156929.java,180,187,,F,,
selected,1336691.java,195,202,,F,,
selected,1226709.java,229,236,,F,,
selected,1050824.java,184,191,,F,,
sample,DeleteFolderRecursively.java,20,51,Q,,,
selected,411077.java,60,103,,F,,
selected,1712914.java,73,97,,F,,
selected,2530624.java,51,304,,F,,
selected,1670885.java,135,164,,F,,
selected,2419235.java,100,168,,F,,
selected,1853410.java,1,319,,F,,
selected,1889479.java,206,275,,F,,
selected,1405043.java,42,86,,F,,
selected,747029.java,53,65,,F,,
selected,1336348.java,38,208,,F,,
selected,1670885.java,107,133,,F,,
selected,697496.java,31,336,,F,,
selected,1712914.java,44,105,,F,,
selected,2464345.java,211,237,,F,,
selected,1906330.java,57,67,,F,,
sample,PlaySound.java,29,44,Q,,,
selected,665360.java,21,43,,F,,
selected,683557.java,342,353,,F,,
selected,2432188.java,375,386,,F,,
selected,2089569.java,80,110,,F,,
selected,2370516.java,18,25,,F,,
selected,2466388.java,81,111,,F,,
selected,1466910.java,78,95,,F,,
selected,2359294.java,76,82,,F,,
selected,1005113.java,68,74,,F,,
selected,545392.java,368,380,,F,,
selected,2065842.java,47,75,,F,,
selected,2166313.java,12,44,,F,,
selected,1142289.java,389,402,,F,,
selected,2463850.java,34,46,,F,,
selected,707787.java,121,144,,F,,
sample,DownloadWebpage.java,55,67,Q,,,
selected,545972.java,32,41,,F,,
selected,247552.java,55,88,,F,,
selected,50608.java,37,47,,F,,
selected,2642020.java,186,202,,F,,
selected,43821.java,116,133,,F,,
selected,2550813.java,18,30,,F,,
selected,1366767.java,119,141,,F,,
selected,1336630.java,40,49,,F,,
selected,1950409.java,262,276,,F,,
selected,2327172.java,102,117,,F,,
selected,624874.java,25,35,,F,,
selected,226704.java,203,218,,F,,
selected,506276.java,144,153,,F,,
selected,1655262.java,42,73,,F,,
selected,2341886.java,47,69,,F,,
sample,BubbleSort.java,129,145,Q,,,
selected,297970.java,84,102,,F,,
selected,1900104.java,202,215,,F,,
default,87418.java,21,37,3,T,,
selected,2343688.java,174,187,,F,,
selected,2060848.java,59,72,,F,,
selected,307350.java,22,36,3,T,,
default,6347.java,3,17,3,T,,
default,5490.java,3,17,3,T,,
default,1239.java,3,17,3,T,,
selected,333947.java,386,412,,F,,
selected,475822.java,17,25,,F,,
selected,981913.java,413,426,,F,,
selected,2406121.java,18,30,3,T,,
selected,1939092.java,16,27,3,T,,
selected,1695775.java,96,110,3,T,,
sample,DeleteFolderRecursively.java,11,17,Q,,,
selected,510240.java,205,212,,F,,
selected,1093557.java,43,50,,F,,
selected,1525927.java,148,158,,F,,
selected,1064590.java,176,182,,F,,
selected,2642772.java,83,103,,F,,
selected,706450.java,884,899,,F,,
selected,1267620.java,108,116,,F,,
selected,1422753.java,185,196,,F,,
selected,179898.java,133,140,,F,,
selected,328405.java,43,57,,F,,
selected,2213889.java,563,570,,F,,
selected,1835603.java,47,56,,F,,
selected,1688266.java,7,14,,F,,
selected,293333.java,176,193,,F,,
selected,1568102.java,177,194,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,Q,,,
selected,1795159.java,40,45,,F,,
selected,18336.java,45,53,,F,,
selected,1541412.java,263,268,,F,,
selected,1541412.java,223,231,,F,,
selected,1247809.java,311,318,,F,,
selected,1886029.java,331,339,,F,,
selected,1785298.java,43,48,,F,,
selected,658342.java,71,87,,F,,
selected,1290036.java,49,54,,F,,
selected,1119061.java,152,162,,F,,
selected,430178.java,242,248,,F,,
selected,1541412.java,401,406,,F,,
selected,1886029.java,66,78,,F,,
selected,308853.java,128,136,,F,,
selected,854978.java,110,116,,F,,
sample,BubbleSort.java,21,37,Q,,,
selected,297970.java,84,102,,F,,
selected,1900104.java,202,215,,F,,
default,87418.java,21,37,3,T,,
selected,2060848.java,59,72,,F,,
selected,2343688.java,174,187,,F,,
selected,333947.java,386,412,,F,,
default,6347.java,3,17,3,T,,
default,5490.java,3,17,3,T,,
default,1239.java,3,17,3,T,,
selected,981913.java,413,426,,F,,
selected,475822.java,17,25,,F,,
selected,307350.java,22,36,3,T,,
selected,1695775.java,96,110,3,T,,
selected,506499.java,500,629,,F,,
selected,2406121.java,18,30,3,T,,
